State,Year,Total_Resident_Population,Resident_Population_Density
TX,2003,22139942.0,84.74999999999999
TX,2004,22569316.0,86.4
TX,2005,22998690.0,88.05
TX,2006,23428065.0,89.69999999999999
TX,2007,23857439.0,91.35
TX,2008,24286813.0,93.0
TX,2009,24716187.0,94.65
TX,2010,25145561.0,96.3
TX,2011,25545555.0,97.83
TX,2012,25945550.0,99.36000000000001
TX,2013,26345544.0,100.88999999999999
TX,2014,26745539.0,102.41999999999999
TX,2015,27145533.0,103.94999999999999
TX,2016,27545527.0,105.47999999999999
TX,2017,27945522.0,107.00999999999999
TX,2018,28345516.0,108.53999999999999
TX,2019,28745511.0,110.07
TX,2020,29145505.0,111.6
TX,2021,28745511.0,110.07
TX,2022,28745511.0,110.07
TX,2023,28745511.0,110.07
UT,1910,373351.0,4.5
UT,1911,380956.0,4.6
UT,1912,388560.0,4.7
UT,1913,396164.0,4.8
UT,1914,403769.0,4.9
UT,1915,411374.0,5.0
UT,1916,418978.0,5.1
UT,1917,426582.0,5.199999999999999
UT,1918,434187.0,5.3
UT,1919,441792.0,5.4
UT,1920,449396.0,5.5
UT,1921,455241.0,5.57
UT,1922,461086.0,5.640000000000001
UT,1923,466931.0,5.709999999999999
UT,1924,472776.0,5.78
UT,1925,478622.0,5.85
UT,1926,484467.0,5.92
UT,1927,490312.0,5.99
UT,1928,496157.0,6.0600000000000005
UT,1929,502002.0,6.13
UT,1930,507847.0,6.2
UT,1931,512093.0,6.25
UT,1932,516340.0,6.300000000000001
UT,1933,520586.0,6.35
UT,1934,524832.0,6.4
UT,1935,529078.0,6.45
UT,1936,533325.0,6.5
UT,1937,537571.0,6.55
UT,1938,541817.0,6.6
UT,1939,546064.0,6.65
UT,1940,550310.0,6.7
UT,1941,564165.0,6.87
UT,1942,578020.0,7.040000000000001
UT,1943,591876.0,7.209999999999999
UT,1944,605731.0,7.38
UT,1945,619586.0,7.550000000000001
UT,1946,633441.0,7.720000000000001
UT,1947,647296.0,7.890000000000001
UT,1948,661152.0,8.06
UT,1949,675007.0,8.23
UT,1950,688862.0,8.4
UT,1951,709038.0,8.64
UT,1952,729215.0,8.88
UT,1953,749392.0,9.120000000000001
UT,1954,769568.0,9.36
UT,1955,789744.0,9.600000000000001
UT,1956,809921.0,9.84
UT,1957,830098.0,10.08
UT,1958,850274.0,10.32
UT,1959,870450.0,10.56
UT,1960,890627.0,10.8
UT,1961,907492.0,11.010000000000002
UT,1962,924356.0,11.22
UT,1963,941221.0,11.43
UT,1964,958085.0,11.64
UT,1965,974950.0,11.850000000000001
UT,1966,991815.0,12.06
UT,1967,1008679.0,12.27
UT,1968,1025544.0,12.48
UT,1969,1042408.0,12.690000000000001
UT,1970,1059273.0,12.9
UT,1971,1099449.0,13.39
UT,1972,1139626.0,13.88
UT,1973,1179802.0,14.37
UT,1974,1219979.0,14.860000000000001
UT,1975,1260155.0,15.350000000000001
UT,1976,1300331.0,15.84
UT,1977,1340508.0,16.33
UT,1978,1380684.0,16.82
UT,1979,1420861.0,17.31
UT,1980,1461037.0,17.8
UT,1981,1487218.0,18.12
UT,1982,1513400.0,18.44
UT,1983,1539581.0,18.759999999999998
UT,1984,1565762.0,19.08
UT,1985,1591944.0,19.4
UT,1986,1618125.0,19.72
UT,1987,1644306.0,20.04
UT,1988,1670487.0,20.36
UT,1989,1696669.0,20.680000000000003
UT,1990,1722850.0,21.0
UT,1991,1773882.0,21.62
UT,1992,1824914.0,22.240000000000002
UT,1993,1875946.0,22.86
UT,1994,1926978.0,23.48
UT,1995,1978010.0,24.1
UT,1996,2029041.0,24.72
UT,1997,2080073.0,25.34
UT,1998,2131105.0,25.96
UT,1999,2182137.0,26.58
UT,2000,2233169.0,27.2
UT,2001,2286241.0,27.84
UT,2002,2339312.0,28.480000000000004
UT,2003,2392384.0,29.119999999999997
UT,2004,2445455.0,29.76
UT,2005,2498527.0,30.4
UT,2006,2551599.0,31.04
UT,2007,2604670.0,31.68
UT,2008,2657742.0,32.32
UT,2009,2710813.0,32.96
UT,2010,2763885.0,33.6
UT,2011,2814658.0,34.21
UT,2012,2865431.0,34.82000000000001
UT,2013,2916204.0,35.43
UT,2014,2966977.0,36.040000000000006
UT,2015,3017750.0,36.650000000000006
UT,2016,3068524.0,37.260000000000005
UT,2017,3119297.0,37.870000000000005
UT,2018,3170070.0,38.480000000000004
UT,2019,3220843.0,39.09
UT,2020,3271616.0,39.7
UT,2021,3220843.0,39.09
UT,2022,3220843.0,39.09
UT,2023,3220843.0,39.09
VA,1910,2061612.0,52.2
VA,1911,2086370.0,52.830000000000005
VA,1912,2111127.0,53.46000000000001
VA,1913,2135884.0,54.09
VA,1914,2160642.0,54.72
VA,1915,2185400.0,55.35
VA,1916,2210157.0,55.980000000000004
VA,1917,2234914.0,56.61
VA,1918,2259672.0,57.24
VA,1919,2284430.0,57.87
VA,1920,2309187.0,58.5
VA,1921,2320453.0,58.78
VA,1922,2331720.0,59.06
VA,1923,2342986.0,59.33999999999999
VA,1924,2354253.0,59.620000000000005
VA,1925,2365519.0,59.9
VA,1926,2376785.0,60.17999999999999
VA,1927,2388052.0,60.46
VA,1928,2399318.0,60.739999999999995
VA,1929,2410585.0,61.02
VA,1930,2421851.0,61.3
VA,1931,2447443.0,61.95
VA,1932,2473035.0,62.6
VA,1933,2498628.0,63.25
VA,1934,2524220.0,63.89999999999999
VA,1935,2549812.0,64.55
VA,1936,2575404.0,65.2
VA,1937,2600996.0,65.85
VA,1938,2626589.0,66.5
VA,1939,2652181.0,67.14999999999999
VA,1940,2677773.0,67.8
VA,1941,2741864.0,69.42
VA,1942,2805954.0,71.04
VA,1943,2870045.0,72.66
VA,1944,2934136.0,74.28
VA,1945,2998226.0,75.9
VA,1946,3062317.0,77.52
VA,1947,3126408.0,79.14
VA,1948,3190499.0,80.76
VA,1949,3254589.0,82.38000000000001
VA,1950,3318680.0,84.0
VA,1951,3383507.0,85.65
VA,1952,3448334.0,87.30000000000001
VA,1953,3513161.0,88.94999999999999
VA,1954,3577988.0,90.6
VA,1955,3642814.0,92.25
VA,1956,3707641.0,93.9
VA,1957,3772468.0,95.55
VA,1958,3837295.0,97.2
VA,1959,3902122.0,98.85
VA,1960,3966949.0,100.5
VA,1961,4035104.0,102.22
VA,1962,4103258.0,103.94000000000001
VA,1963,4171412.0,105.66
VA,1964,4239567.0,107.38
VA,1965,4307722.0,109.1
VA,1966,4375876.0,110.82000000000001
VA,1967,4444030.0,112.54
VA,1968,4512185.0,114.26
VA,1969,4580340.0,115.98
VA,1970,4648494.0,117.7
VA,1971,4718326.0,119.47000000000001
VA,1972,4788159.0,121.24000000000001
VA,1973,4857991.0,123.00999999999999
VA,1974,4927824.0,124.78
VA,1975,4997656.0,126.55000000000001
VA,1976,5067488.0,128.32
VA,1977,5137321.0,130.09
VA,1978,5207153.0,131.86
VA,1979,5276986.0,133.63000000000002
VA,1980,5346818.0,135.4
VA,1981,5430872.0,137.53
VA,1982,5514926.0,139.66
VA,1983,5598980.0,141.79
VA,1984,5683034.0,143.92
VA,1985,5767088.0,146.05
VA,1986,5851142.0,148.18
VA,1987,5935196.0,150.31
VA,1988,6019250.0,152.44
VA,1989,6103304.0,154.57
VA,1990,6187358.0,156.7
VA,1991,6276474.0,158.95
VA,1992,6365589.0,161.2
VA,1993,6454705.0,163.45
VA,1994,6543821.0,165.7
VA,1995,6632936.0,167.95
VA,1996,6722052.0,170.2
VA,1997,6811168.0,172.45
VA,1998,6900284.0,174.7
VA,1999,6989399.0,176.95
VA,2000,7078515.0,179.2
VA,2001,7170766.0,181.54
VA,2002,7263017.0,183.88
VA,2003,7355268.0,186.21999999999997
VA,2004,7447519.0,188.56
VA,2005,7539770.0,190.89999999999998
VA,2006,7632020.0,193.23999999999998
VA,2007,7724271.0,195.57999999999998
VA,2008,7816522.0,197.92000000000002
VA,2009,7908773.0,200.26
VA,2010,8001024.0,202.6
VA,2011,8064061.0,204.2
VA,2012,8127098.0,205.8
VA,2013,8190135.0,207.39999999999998
VA,2014,8253172.0,209.0
VA,2015,8316208.0,210.6
VA,2016,8379245.0,212.2
VA,2017,8442282.0,213.79999999999998
VA,2018,8505319.0,215.39999999999998
VA,2019,8568356.0,217.0
VA,2020,8631393.0,218.6
VA,2021,8568356.0,217.0
VA,2022,8568356.0,217.0
VA,2023,8568356.0,217.0
VT,1910,355956.0,38.6
VT,1911,355603.0,38.56
VT,1912,355250.0,38.52
VT,1913,354898.0,38.480000000000004
VT,1914,354545.0,38.44
VT,1915,354192.0,38.400000000000006
VT,1916,353839.0,38.36
VT,1917,353486.0,38.32000000000001
VT,1918,353134.0,38.28
VT,1919,352781.0,38.24
VT,1920,352428.0,38.2
VT,1921,353146.0,38.28
VT,1922,353865.0,38.36
VT,1923,354583.0,38.44
VT,1924,355301.0,38.52
VT,1925,356020.0,38.6
VT,1926,356738.0,38.68
VT,1927,357456.0,38.76
VT,1928,358174.0,38.84
VT,1929,358893.0,38.92
VT,1930,359611.0,39.0
VT,1931,359573.0,39.0
VT,1932,359535.0,39.0
VT,1933,359497.0,39.0
VT,1934,359459.0,39.0
VT,1935,359421.0,39.0
VT,1936,359383.0,39.0
VT,1937,359345.0,39.0
VT,1938,359307.0,39.0
VT,1939,359269.0,39.0
VT,1940,359231.0,39.0
VT,1941,361083.0,39.2
VT,1942,362934.0,39.400000000000006
VT,1943,364786.0,39.599999999999994
VT,1944,366637.0,39.8
VT,1945,368489.0,40.0
VT,1946,370341.0,40.2
VT,1947,372192.0,40.4
VT,1948,374044.0,40.6
VT,1949,375895.0,40.8
VT,1950,377747.0,41.0
VT,1951,378960.0,41.129999999999995
VT,1952,380174.0,41.260000000000005
VT,1953,381387.0,41.39
VT,1954,382601.0,41.519999999999996
VT,1955,383814.0,41.65
VT,1956,385027.0,41.78
VT,1957,386241.0,41.91
VT,1958,387454.0,42.03999999999999
VT,1959,388668.0,42.17
VT,1960,389881.0,42.3
VT,1961,395326.0,42.89
VT,1962,400771.0,43.48
VT,1963,406216.0,44.06999999999999
VT,1964,411661.0,44.66
VT,1965,417106.0,45.25
VT,1966,422550.0,45.84
VT,1967,427995.0,46.43000000000001
VT,1968,433440.0,47.019999999999996
VT,1969,438885.0,47.61
VT,1970,444330.0,48.2
VT,1971,451043.0,48.93000000000001
VT,1972,457755.0,49.660000000000004
VT,1973,464468.0,50.39
VT,1974,471180.0,51.120000000000005
VT,1975,477893.0,51.85
VT,1976,484606.0,52.58
VT,1977,491318.0,53.309999999999995
VT,1978,498031.0,54.040000000000006
VT,1979,504743.0,54.77
VT,1980,511456.0,55.5
VT,1981,516586.0,56.06
VT,1982,521716.0,56.620000000000005
VT,1983,526847.0,57.17999999999999
VT,1984,531977.0,57.739999999999995
VT,1985,537107.0,58.3
VT,1986,542237.0,58.86
VT,1987,547367.0,59.42
VT,1988,552498.0,59.980000000000004
VT,1989,557628.0,60.54
VT,1990,562758.0,61.1
VT,1991,567365.0,61.6
VT,1992,571972.0,62.1
VT,1993,576579.0,62.599999999999994
VT,1994,581186.0,63.099999999999994
VT,1995,585792.0,63.599999999999994
VT,1996,590399.0,64.1
VT,1997,595006.0,64.6
VT,1998,599613.0,65.1
VT,1999,604220.0,65.6
VT,2000,608827.0,66.1
VT,2001,610518.0,66.28
VT,2002,612210.0,66.46
VT,2003,613901.0,66.64
VT,2004,615593.0,66.82
VT,2005,617284.0,67.0
VT,2006,618975.0,67.18
VT,2007,620667.0,67.36
VT,2008,622358.0,67.54
VT,2009,624050.0,67.72
VT,2010,625741.0,67.9
VT,2011,627475.0,68.09
VT,2012,629208.0,68.28
VT,2013,630942.0,68.47
VT,2014,632675.0,68.66
VT,2015,634409.0,68.85
VT,2016,636143.0,69.03999999999999
VT,2017,637876.0,69.22999999999999
VT,2018,639610.0,69.42
VT,2019,641343.0,69.61
VT,2020,643077.0,69.8
VT,2021,641343.0,69.61
VT,2022,641343.0,69.61
VT,2023,641343.0,69.61
WA,1910,1141990.0,17.2
WA,1911,1163453.0,17.52
WA,1912,1184916.0,17.84
WA,1913,1206379.0,18.159999999999997
WA,1914,1227842.0,18.479999999999997
WA,1915,1249306.0,18.799999999999997
WA,1916,1270769.0,19.119999999999997
WA,1917,1292232.0,19.439999999999998
WA,1918,1313695.0,19.759999999999998
WA,1919,1335158.0,20.08
WA,1920,1356621.0,20.4
WA,1921,1377299.0,20.71
WA,1922,1397976.0,21.02
WA,1923,1418654.0,21.33
WA,1924,1439331.0,21.64
WA,1925,1460008.0,21.95
WA,1926,1480686.0,22.259999999999998
WA,1927,1501364.0,22.57
WA,1928,1522041.0,22.88
WA,1929,1542718.0,23.19
WA,1930,1563396.0,23.5
WA,1931,1580676.0,23.76
WA,1932,1597955.0,24.020000000000003
WA,1933,1615234.0,24.28
WA,1934,1632514.0,24.54
WA,1935,1649794.0,24.8
WA,1936,1667073.0,25.060000000000002
WA,1937,1684352.0,25.32
WA,1938,1701632.0,25.580000000000002
WA,1939,1718912.0,25.840000000000003
WA,1940,1736191.0,26.1
WA,1941,1800468.0,27.07
WA,1942,1864745.0,28.040000000000003
WA,1943,1929023.0,29.009999999999998
WA,1944,1993300.0,29.98
WA,1945,2057577.0,30.95
WA,1946,2121854.0,31.919999999999998
WA,1947,2186131.0,32.89
WA,1948,2250409.0,33.86
WA,1949,2314686.0,34.83
WA,1950,2378963.0,35.8
WA,1951,2426388.0,36.51
WA,1952,2473813.0,37.22
WA,1953,2521238.0,37.92999999999999
WA,1954,2568663.0,38.64
WA,1955,2616088.0,39.349999999999994
WA,1956,2663514.0,40.06
WA,1957,2710939.0,40.769999999999996
WA,1958,2758364.0,41.48
WA,1959,2805789.0,42.19
WA,1960,2853214.0,42.9
WA,1961,2908810.0,43.74
WA,1962,2964405.0,44.58
WA,1963,3020000.0,45.419999999999995
WA,1964,3075596.0,46.26
WA,1965,3131192.0,47.099999999999994
WA,1966,3186787.0,47.94
WA,1967,3242382.0,48.78
WA,1968,3297978.0,49.62
WA,1969,3353574.0,50.46
WA,1970,3409169.0,51.3
WA,1971,3481468.0,52.39
WA,1972,3553766.0,53.480000000000004
WA,1973,3626065.0,54.56999999999999
WA,1974,3698364.0,55.66
WA,1975,3770662.0,56.75
WA,1976,3842961.0,57.84
WA,1977,3915260.0,58.93
WA,1978,3987559.0,60.02
WA,1979,4059857.0,61.11
WA,1980,4132156.0,62.2
WA,1981,4205610.0,63.300000000000004
WA,1982,4279063.0,64.4
WA,1983,4352517.0,65.5
WA,1984,4425970.0,66.6
WA,1985,4499424.0,67.7
WA,1986,4572878.0,68.80000000000001
WA,1987,4646331.0,69.9
WA,1988,4719785.0,71.0
WA,1989,4793238.0,72.10000000000001
WA,1990,4866692.0,73.2
WA,1991,4969435.0,74.75000000000001
WA,1992,5072178.0,76.30000000000001
WA,1993,5174921.0,77.85
WA,1994,5277664.0,79.4
WA,1995,5380406.0,80.95
WA,1996,5483149.0,82.5
WA,1997,5585892.0,84.05
WA,1998,5688635.0,85.60000000000001
WA,1999,5791378.0,87.14999999999999
WA,2000,5894121.0,88.7
WA,2001,5977163.0,89.95
WA,2002,6060205.0,91.20000000000002
WA,2003,6143247.0,92.44999999999999
WA,2004,6226289.0,93.7
WA,2005,6309330.0,94.95
WA,2006,6392372.0,96.2
WA,2007,6475414.0,97.45000000000002
WA,2008,6558456.0,98.7
WA,2009,6641498.0,99.94999999999999
WA,2010,6724540.0,101.2
WA,2011,6822614.0,102.67
WA,2012,6920688.0,104.14000000000001
WA,2013,7018762.0,105.61000000000001
WA,2014,7116836.0,107.08000000000001
WA,2015,7214910.0,108.55000000000001
WA,2016,7312985.0,110.02000000000001
WA,2017,7411059.0,111.49000000000001
WA,2018,7509133.0,112.96000000000001
WA,2019,7607207.0,114.43
WA,2020,7705281.0,115.9
WA,2021,7607207.0,114.43
WA,2022,7607207.0,114.43
WA,2023,7607207.0,114.43
WI,1910,2333860.0,43.1
WI,1911,2363681.0,43.65
WI,1912,2393501.0,44.2
WI,1913,2423322.0,44.75
WI,1914,2453143.0,45.3
WI,1915,2482964.0,45.85
WI,1916,2512784.0,46.400000000000006
WI,1917,2542605.0,46.949999999999996
WI,1918,2572426.0,47.5
WI,1919,2602246.0,48.050000000000004
WI,1920,2632067.0,48.6
WI,1921,2662761.0,49.17
WI,1922,2693455.0,49.74
WI,1923,2724149.0,50.309999999999995
WI,1924,2754843.0,50.879999999999995
WI,1925,2785536.0,51.45
WI,1926,2816230.0,52.019999999999996
WI,1927,2846924.0,52.59
WI,1928,2877618.0,53.16
WI,1929,2908312.0,53.73
WI,1930,2939006.0,54.3
WI,1931,2958864.0,54.66
WI,1932,2978722.0,55.019999999999996
WI,1933,2998580.0,55.379999999999995
WI,1934,3018438.0,55.739999999999995
WI,1935,3038296.0,56.099999999999994
WI,1936,3058155.0,56.459999999999994
WI,1937,3078013.0,56.81999999999999
WI,1938,3097871.0,57.18
WI,1939,3117729.0,57.54
WI,1940,3137587.0,57.9
WI,1941,3167286.0,58.45
WI,1942,3196985.0,59.0
WI,1943,3226683.0,59.55
WI,1944,3256382.0,60.099999999999994
WI,1945,3286081.0,60.65
WI,1946,3315780.0,61.2
WI,1947,3345479.0,61.75
WI,1948,3375177.0,62.3
WI,1949,3404876.0,62.85
WI,1950,3434575.0,63.4
WI,1951,3486295.0,64.36
WI,1952,3538015.0,65.32
WI,1953,3589736.0,66.28
WI,1954,3641456.0,67.24000000000001
WI,1955,3693176.0,68.2
WI,1956,3744896.0,69.16
WI,1957,3796616.0,70.12
WI,1958,3848337.0,71.08
WI,1959,3900057.0,72.04
WI,1960,3951777.0,73.0
WI,1961,3998372.0,73.86
WI,1962,4044968.0,74.72
WI,1963,4091563.0,75.57999999999998
WI,1964,4138159.0,76.44
WI,1965,4184754.0,77.3
WI,1966,4231349.0,78.16
WI,1967,4277945.0,79.02
WI,1968,4324540.0,79.88
WI,1969,4371136.0,80.74
WI,1970,4417731.0,81.6
WI,1971,4446535.0,82.13
WI,1972,4475338.0,82.66
WI,1973,4504142.0,83.19
WI,1974,4532945.0,83.72
WI,1975,4561749.0,84.25
WI,1976,4590553.0,84.78
WI,1977,4619356.0,85.31
WI,1978,4648160.0,85.84
WI,1979,4676963.0,86.37
WI,1980,4705767.0,86.9
WI,1981,4724367.0,87.24000000000001
WI,1982,4742967.0,87.58000000000001
WI,1983,4761568.0,87.92
WI,1984,4780168.0,88.25999999999999
WI,1985,4798768.0,88.6
WI,1986,4817368.0,88.94
WI,1987,4835968.0,89.28
WI,1988,4854569.0,89.61999999999999
WI,1989,4873169.0,89.96
WI,1990,4891769.0,90.3
WI,1991,4938960.0,91.17
WI,1992,4986150.0,92.03999999999999
WI,1993,5033341.0,92.91
WI,1994,5080531.0,93.78
WI,1995,5127722.0,94.65
WI,1996,5174913.0,95.52
WI,1997,5222103.0,96.39
WI,1998,5269294.0,97.25999999999999
WI,1999,5316484.0,98.13000000000001
WI,2000,5363675.0,99.0
WI,2001,5396006.0,99.60000000000001
WI,2002,5428337.0,100.2
WI,2003,5460668.0,100.8
WI,2004,5492999.0,101.4
WI,2005,5525330.0,102.0
WI,2006,5557662.0,102.6
WI,2007,5589993.0,103.2
WI,2008,5622324.0,103.8
WI,2009,5654655.0,104.4
WI,2010,5686986.0,105.0
WI,2011,5707659.0,105.38
WI,2012,5728332.0,105.76
WI,2013,5749006.0,106.14
WI,2014,5769679.0,106.52000000000001
WI,2015,5790352.0,106.9
WI,2016,5811025.0,107.28
WI,2017,5831698.0,107.66
WI,2018,5852372.0,108.04
WI,2019,5873045.0,108.42
WI,2020,5893718.0,108.8
WI,2021,5873045.0,108.42
WI,2022,5873045.0,108.42
WI,2023,5873045.0,108.42
WV,1910,1221119.0,50.8
WV,1911,1245377.0,51.81
WV,1912,1269635.0,52.82
WV,1913,1293894.0,53.83
WV,1914,1318152.0,54.839999999999996
WV,1915,1342410.0,55.849999999999994
WV,1916,1366668.0,56.86
WV,1917,1390926.0,57.87
WV,1918,1415185.0,58.879999999999995
WV,1919,1439443.0,59.89
WV,1920,1463701.0,60.9
WV,1921,1490251.0,62.0
WV,1922,1516802.0,63.1
WV,1923,1543352.0,64.19999999999999
WV,1924,1569903.0,65.30000000000001
WV,1925,1596453.0,66.4
WV,1926,1623003.0,67.5
WV,1927,1649554.0,68.6
WV,1928,1676104.0,69.7
WV,1929,1702655.0,70.80000000000001
WV,1930,1729205.0,71.9
WV,1931,1746482.0,72.62
WV,1932,1763759.0,73.34
WV,1933,1781036.0,74.06
WV,1934,1798313.0,74.78
WV,1935,1815590.0,75.5
WV,1936,1832866.0,76.22
WV,1937,1850143.0,76.94
WV,1938,1867420.0,77.66
WV,1939,1884697.0,78.38
WV,1940,1901974.0,79.1
WV,1941,1912332.0,79.53
WV,1942,1922690.0,79.96000000000001
WV,1943,1933047.0,80.38999999999999
WV,1944,1943405.0,80.82
WV,1945,1953763.0,81.25
WV,1946,1964121.0,81.68
WV,1947,1974479.0,82.11
WV,1948,1984836.0,82.54
WV,1949,1995194.0,82.97
WV,1950,2005552.0,83.4
WV,1951,1991039.0,82.8
WV,1952,1976526.0,82.20000000000002
WV,1953,1962013.0,81.60000000000001
WV,1954,1947500.0,81.0
WV,1955,1932986.0,80.4
WV,1956,1918473.0,79.80000000000001
WV,1957,1903960.0,79.2
WV,1958,1889447.0,78.60000000000001
WV,1959,1874934.0,78.00000000000001
WV,1960,1860421.0,77.4
WV,1961,1848803.0,76.92000000000002
WV,1962,1837184.0,76.44000000000001
WV,1963,1825566.0,75.96
WV,1964,1813947.0,75.48
WV,1965,1802329.0,75.0
WV,1966,1790711.0,74.52
WV,1967,1779092.0,74.03999999999999
WV,1968,1767474.0,73.56
WV,1969,1755855.0,73.08
WV,1970,1744237.0,72.6
WV,1971,1764778.0,73.45
WV,1972,1785318.0,74.3
WV,1973,1805859.0,75.14999999999999
WV,1974,1826400.0,76.0
WV,1975,1846940.0,76.85
WV,1976,1867481.0,77.69999999999999
WV,1977,1888022.0,78.54999999999998
WV,1978,1908563.0,79.39999999999999
WV,1979,1929103.0,80.25
WV,1980,1949644.0,81.1
WV,1981,1934027.0,80.44999999999999
WV,1982,1918411.0,79.8
WV,1983,1902794.0,79.14999999999999
WV,1984,1887177.0,78.5
WV,1985,1871560.0,77.85
WV,1986,1855944.0,77.19999999999999
WV,1987,1840327.0,76.55
WV,1988,1824710.0,75.89999999999999
WV,1989,1809094.0,75.25
WV,1990,1793477.0,74.6
WV,1991,1794964.0,74.66
WV,1992,1796450.0,74.72
WV,1993,1797937.0,74.77999999999999
WV,1994,1799424.0,74.84
WV,1995,1800910.0,74.9
WV,1996,1802397.0,74.96
WV,1997,1803884.0,75.02000000000001
WV,1998,1805371.0,75.08
WV,1999,1806857.0,75.14
WV,2000,1808344.0,75.2
WV,2001,1812809.0,75.39
WV,2002,1817274.0,75.58
WV,2003,1821739.0,75.77
WV,2004,1826204.0,75.96
WV,2005,1830669.0,76.15
WV,2006,1835134.0,76.34
WV,2007,1839599.0,76.53
WV,2008,1844064.0,76.72
WV,2009,1848529.0,76.91
WV,2010,1852994.0,77.1
WV,2011,1847066.0,76.85
WV,2012,1841138.0,76.6
WV,2013,1835211.0,76.35
WV,2014,1829283.0,76.1
WV,2015,1823355.0,75.85
WV,2016,1817427.0,75.6
WV,2017,1811499.0,75.35
WV,2018,1805572.0,75.1
WV,2019,1799644.0,74.85
WV,2020,1793716.0,74.6
WV,2021,1799644.0,74.85
WV,2022,1799644.0,74.85
WV,2023,1799644.0,74.85
WY,1910,145965.0,1.5
WY,1911,150809.0,1.55
WY,1912,155652.0,1.6
WY,1913,160496.0,1.65
WY,1914,165340.0,1.7
WY,1915,170184.0,1.75
WY,1916,175027.0,1.8
WY,1917,179871.0,1.85
WY,1918,184715.0,1.9
WY,1919,189558.0,1.95
WY,1920,194402.0,2.0
WY,1921,197518.0,2.0300000000000002
WY,1922,200635.0,2.06
WY,1923,203751.0,2.09
WY,1924,206867.0,2.12
WY,1925,209984.0,2.15
WY,1926,213100.0,2.1799999999999997
WY,1927,216216.0,2.21
WY,1928,219332.0,2.2399999999999998
WY,1929,222449.0,2.2699999999999996
WY,1930,225565.0,2.3
WY,1931,228083.0,2.33
WY,1932,230600.0,2.36
WY,1933,233118.0,2.3899999999999997
WY,1934,235636.0,2.42
WY,1935,238154.0,2.45
WY,1936,240671.0,2.48
WY,1937,243189.0,2.51
WY,1938,245707.0,2.54
WY,1939,248224.0,2.5700000000000003
WY,1940,250742.0,2.6
WY,1941,254721.0,2.6400000000000006
WY,1942,258699.0,2.68
WY,1943,262678.0,2.7199999999999998
WY,1944,266657.0,2.7600000000000002
WY,1945,270636.0,2.8
WY,1946,274614.0,2.84
WY,1947,278593.0,2.88
WY,1948,282572.0,2.9200000000000004
WY,1949,286550.0,2.96
WY,1950,290529.0,3.0
WY,1951,294483.0,3.04
WY,1952,298436.0,3.0800000000000005
WY,1953,302390.0,3.1199999999999997
WY,1954,306344.0,3.16
WY,1955,310298.0,3.2
WY,1956,314251.0,3.24
WY,1957,318205.0,3.2800000000000002
WY,1958,322159.0,3.3200000000000003
WY,1959,326112.0,3.36
WY,1960,330066.0,3.4
WY,1961,330301.0,3.4
WY,1962,330536.0,3.4000000000000004
WY,1963,330771.0,3.4
WY,1964,331006.0,3.4000000000000004
WY,1965,331241.0,3.4
WY,1966,331476.0,3.4000000000000004
WY,1967,331711.0,3.4
WY,1968,331946.0,3.4
WY,1969,332181.0,3.4
WY,1970,332416.0,3.4
WY,1971,346130.0,3.54
WY,1972,359844.0,3.68
WY,1973,373558.0,3.82
WY,1974,387272.0,3.96
WY,1975,400986.0,4.1
WY,1976,414701.0,4.24
WY,1977,428415.0,4.38
WY,1978,442129.0,4.52
WY,1979,455843.0,4.66
WY,1980,469557.0,4.8
WY,1981,467960.0,4.79
WY,1982,466363.0,4.78
WY,1983,464766.0,4.77
WY,1984,463169.0,4.76
WY,1985,461572.0,4.75
WY,1986,459976.0,4.74
WY,1987,458379.0,4.73
WY,1988,456782.0,4.72
WY,1989,455185.0,4.71
WY,1990,453588.0,4.7
WY,1991,457607.0,4.74
WY,1992,461627.0,4.78
WY,1993,465646.0,4.82
WY,1994,469666.0,4.859999999999999
WY,1995,473685.0,4.9
WY,1996,477704.0,4.9399999999999995
WY,1997,481724.0,4.9799999999999995
WY,1998,485743.0,5.02
WY,1999,489763.0,5.06
WY,2000,493782.0,5.1
WY,2001,500766.0,5.17
WY,2002,507751.0,5.24
WY,2003,514735.0,5.31
WY,2004,521720.0,5.379999999999999
WY,2005,528704.0,5.449999999999999
WY,2006,535688.0,5.52
WY,2007,542673.0,5.59
WY,2008,549657.0,5.659999999999999
WY,2009,556642.0,5.7299999999999995
WY,2010,563626.0,5.8
WY,2011,564948.0,5.81
WY,2012,566271.0,5.82
WY,2013,567594.0,5.83
WY,2014,568916.0,5.84
WY,2015,570238.0,5.85
WY,2016,571561.0,5.859999999999999
WY,2017,572884.0,5.87
WY,2018,574206.0,5.880000000000001
WY,2019,575528.0,5.890000000000001
WY,2020,576851.0,5.9
WY,2021,575528.0,5.890000000000001
WY,2022,575528.0,5.890000000000001
WY,2023,575528.0,5.890000000000001
