State,Year,Total_Resident_Population,Resident_Population_Density
OK,1967,2489946.0,36.28
OK,1968,2513040.0,36.62
OK,1969,2536134.0,36.96
OK,1970,2559229.0,37.3
OK,1971,2605835.0,37.980000000000004
OK,1972,2652441.0,38.66
OK,1973,2699047.0,39.339999999999996
OK,1974,2745653.0,40.019999999999996
OK,1975,2792260.0,40.7
OK,1976,2838866.0,41.38
OK,1977,2885472.0,42.06
OK,1978,2932078.0,42.74
OK,1979,2978684.0,43.42
OK,1980,3025290.0,44.1
OK,1981,3037320.0,44.28
OK,1982,3049349.0,44.46
OK,1983,3061378.0,44.64
OK,1984,3073408.0,44.82
OK,1985,3085438.0,45.0
OK,1986,3097467.0,45.18
OK,1987,3109496.0,45.36
OK,1988,3121526.0,45.54
OK,1989,3133556.0,45.72
OK,1990,3145585.0,45.9
OK,1991,3176092.0,46.34
OK,1992,3206599.0,46.78
OK,1993,3237106.0,47.21999999999999
OK,1994,3267613.0,47.66
OK,1995,3298120.0,48.099999999999994
OK,1996,3328626.0,48.53999999999999
OK,1997,3359133.0,48.98
OK,1998,3389640.0,49.42
OK,1999,3420147.0,49.85999999999999
OK,2000,3450654.0,50.3
OK,2001,3480724.0,50.739999999999995
OK,2002,3510793.0,51.18000000000001
OK,2003,3540863.0,51.61999999999999
OK,2004,3570933.0,52.06
OK,2005,3601002.0,52.5
OK,2006,3631072.0,52.94
OK,2007,3661142.0,53.38
OK,2008,3691212.0,53.82
OK,2009,3721281.0,54.260000000000005
OK,2010,3751351.0,54.7
OK,2011,3772151.0,55.00000000000001
OK,2012,3792951.0,55.300000000000004
OK,2013,3813752.0,55.599999999999994
OK,2014,3834552.0,55.900000000000006
OK,2015,3855352.0,56.2
OK,2016,3876152.0,56.5
OK,2017,3896952.0,56.800000000000004
OK,2018,3917753.0,57.1
OK,2019,3938553.0,57.400000000000006
OK,2020,3959353.0,57.7
OK,2021,3938553.0,57.400000000000006
OK,2022,3938553.0,57.400000000000006
OK,2023,3938553.0,57.400000000000006
OR,1910,672765.0,7.0
OR,1911,683827.0,7.12
OR,1912,694890.0,7.24
OR,1913,705952.0,7.359999999999999
OR,1914,717015.0,7.48
OR,1915,728077.0,7.6
OR,1916,739139.0,7.719999999999999
OR,1917,750202.0,7.84
OR,1918,761264.0,7.959999999999999
OR,1919,772327.0,8.08
OR,1920,783389.0,8.2
OR,1921,800429.0,8.37
OR,1922,817468.0,8.54
OR,1923,834508.0,8.709999999999999
OR,1924,851548.0,8.879999999999999
OR,1925,868588.0,9.05
OR,1926,885627.0,9.22
OR,1927,902667.0,9.39
OR,1928,919707.0,9.56
OR,1929,936746.0,9.73
OR,1930,953786.0,9.9
OR,1931,967376.0,10.05
OR,1932,980966.0,10.200000000000001
OR,1933,994555.0,10.35
OR,1934,1008145.0,10.5
OR,1935,1021735.0,10.65
OR,1936,1035325.0,10.8
OR,1937,1048915.0,10.95
OR,1938,1062504.0,11.100000000000001
OR,1939,1076094.0,11.25
OR,1940,1089684.0,11.4
OR,1941,1132850.0,11.84
OR,1942,1176015.0,12.280000000000001
OR,1943,1219181.0,12.719999999999999
OR,1944,1262347.0,13.16
OR,1945,1305512.0,13.600000000000001
OR,1946,1348678.0,14.040000000000001
OR,1947,1391844.0,14.48
OR,1948,1435010.0,14.92
OR,1949,1478175.0,15.36
OR,1950,1521341.0,15.8
OR,1951,1546076.0,16.060000000000002
OR,1952,1570810.0,16.32
OR,1953,1595545.0,16.58
OR,1954,1620279.0,16.84
OR,1955,1645014.0,17.1
OR,1956,1669749.0,17.36
OR,1957,1694483.0,17.62
OR,1958,1719218.0,17.88
OR,1959,1743952.0,18.139999999999997
OR,1960,1768687.0,18.4
OR,1961,1800957.0,18.74
OR,1962,1833227.0,19.08
OR,1963,1865496.0,19.419999999999998
OR,1964,1897766.0,19.759999999999998
OR,1965,1930036.0,20.1
OR,1966,1962306.0,20.439999999999998
OR,1967,1994576.0,20.78
OR,1968,2026845.0,21.12
OR,1969,2059115.0,21.46
OR,1970,2091385.0,21.8
OR,1971,2145557.0,22.36
OR,1972,2199729.0,22.92
OR,1973,2253901.0,23.479999999999997
OR,1974,2308073.0,24.04
OR,1975,2362245.0,24.6
OR,1976,2416417.0,25.159999999999997
OR,1977,2470589.0,25.72
OR,1978,2524761.0,26.28
OR,1979,2578933.0,26.84
OR,1980,2633105.0,27.4
OR,1981,2654027.0,27.62
OR,1982,2674948.0,27.840000000000003
OR,1983,2695870.0,28.059999999999995
OR,1984,2716791.0,28.28
OR,1985,2737713.0,28.5
OR,1986,2758635.0,28.720000000000002
OR,1987,2779556.0,28.939999999999998
OR,1988,2800478.0,29.160000000000004
OR,1989,2821399.0,29.38
OR,1990,2842321.0,29.6
OR,1991,2900229.0,30.200000000000003
OR,1992,2958137.0,30.800000000000004
OR,1993,3016044.0,31.4
OR,1994,3073952.0,32.0
OR,1995,3131860.0,32.6
OR,1996,3189768.0,33.2
OR,1997,3247676.0,33.8
OR,1998,3305583.0,34.400000000000006
OR,1999,3363491.0,35.0
OR,2000,3421399.0,35.6
OR,2001,3462366.0,36.03
OR,2002,3503334.0,36.46000000000001
OR,2003,3544302.0,36.89
OR,2004,3585269.0,37.32
OR,2005,3626236.0,37.75
OR,2006,3667204.0,38.18
OR,2007,3708172.0,38.61
OR,2008,3749139.0,39.04
OR,2009,3790106.0,39.47
OR,2010,3831074.0,39.9
OR,2011,3871692.0,40.31999999999999
OR,2012,3912310.0,40.74
OR,2013,3952929.0,41.16
OR,2014,3993547.0,41.58
OR,2015,4034165.0,42.0
OR,2016,4074783.0,42.42
OR,2017,4115401.0,42.839999999999996
OR,2018,4156020.0,43.26
OR,2019,4196638.0,43.68000000000001
OR,2020,4237256.0,44.1
OR,2021,4196638.0,43.68000000000001
OR,2022,4196638.0,43.68000000000001
OR,2023,4196638.0,43.68000000000001
PA,1910,7665111.0,171.3
PA,1911,7770602.0,173.66000000000003
PA,1912,7876092.0,176.02000000000004
PA,1913,7981583.0,178.38
PA,1914,8087073.0,180.74
PA,1915,8192564.0,183.10000000000002
PA,1916,8298055.0,185.46
PA,1917,8403545.0,187.82000000000002
PA,1918,8509036.0,190.18
PA,1919,8614526.0,192.54
PA,1920,8720017.0,194.9
PA,1921,8811150.0,196.94
PA,1922,8902284.0,198.98000000000002
PA,1923,8993417.0,201.02
PA,1924,9084550.0,203.06
PA,1925,9175684.0,205.10000000000002
PA,1926,9266817.0,207.14000000000001
PA,1927,9357950.0,209.18
PA,1928,9449083.0,211.22
PA,1929,9540217.0,213.26
PA,1930,9631350.0,215.3
PA,1931,9658233.0,215.9
PA,1932,9685116.0,216.5
PA,1933,9711999.0,217.10000000000002
PA,1934,9738882.0,217.70000000000002
PA,1935,9765765.0,218.3
PA,1936,9792648.0,218.9
PA,1937,9819531.0,219.5
PA,1938,9846414.0,220.10000000000002
PA,1939,9873297.0,220.70000000000002
PA,1940,9900180.0,221.3
PA,1941,9959963.0,222.63000000000002
PA,1942,10019746.0,223.96000000000004
PA,1943,10079530.0,225.29
PA,1944,10139313.0,226.62
PA,1945,10199096.0,227.95
PA,1946,10258879.0,229.28
PA,1947,10318662.0,230.61
PA,1948,10378446.0,231.94
PA,1949,10438229.0,233.26999999999998
PA,1950,10498012.0,234.6
PA,1951,10580147.0,236.44
PA,1952,10662283.0,238.28
PA,1953,10744418.0,240.12
PA,1954,10826554.0,241.95999999999998
PA,1955,10908689.0,243.8
PA,1956,10990824.0,245.64
PA,1957,11072960.0,247.48000000000002
PA,1958,11155095.0,249.32
PA,1959,11237231.0,251.16000000000003
PA,1960,11319366.0,253.0
PA,1961,11366820.0,254.06000000000003
PA,1962,11414275.0,255.12
PA,1963,11461729.0,256.18
PA,1964,11509183.0,257.24
PA,1965,11556638.0,258.3
PA,1966,11604092.0,259.36
PA,1967,11651546.0,260.42
PA,1968,11699000.0,261.48
PA,1969,11746455.0,262.54
PA,1970,11793909.0,263.6
PA,1971,11800908.0,263.76000000000005
PA,1972,11807906.0,263.92
PA,1973,11814905.0,264.08
PA,1974,11821903.0,264.24
PA,1975,11828902.0,264.4
PA,1976,11835901.0,264.56
PA,1977,11842899.0,264.72
PA,1978,11849898.0,264.88
PA,1979,11856896.0,265.04
PA,1980,11863895.0,265.2
PA,1981,11865670.0,265.24
PA,1982,11867445.0,265.28
PA,1983,11869219.0,265.32
PA,1984,11870994.0,265.36
PA,1985,11872769.0,265.4
PA,1986,11874544.0,265.44
PA,1987,11876319.0,265.48
PA,1988,11878093.0,265.52
PA,1989,11879868.0,265.56
PA,1990,11881643.0,265.6
PA,1991,11921584.0,266.49
PA,1992,11961525.0,267.38
PA,1993,12001466.0,268.27
PA,1994,12041407.0,269.16
PA,1995,12081348.0,270.05
PA,1996,12121290.0,270.94
PA,1997,12161231.0,271.83
PA,1998,12201172.0,272.72
PA,1999,12241113.0,273.61
PA,2000,12281054.0,274.5
PA,2001,12323186.0,275.44
PA,2002,12365319.0,276.38
PA,2003,12407451.0,277.31999999999994
PA,2004,12449584.0,278.26
PA,2005,12491716.0,279.2
PA,2006,12533849.0,280.14
PA,2007,12575982.0,281.08
PA,2008,12618114.0,282.02
PA,2009,12660246.0,282.96
PA,2010,12702379.0,283.9
PA,2011,12732411.0,284.57
PA,2012,12762443.0,285.24
PA,2013,12792475.0,285.90999999999997
PA,2014,12822507.0,286.58
PA,2015,12852540.0,287.25
PA,2016,12882572.0,287.92
PA,2017,12912604.0,288.59000000000003
PA,2018,12942636.0,289.26
PA,2019,12972668.0,289.93
PA,2020,13002700.0,290.6
PA,2021,12972668.0,289.93
PA,2022,12972668.0,289.93
PA,2023,12972668.0,289.93
RI,1910,542610.0,524.9
RI,1911,548789.0,530.87
RI,1912,554967.0,536.84
RI,1913,561146.0,542.81
RI,1914,567325.0,548.78
RI,1915,573504.0,554.75
RI,1916,579682.0,560.72
RI,1917,585861.0,566.69
RI,1918,592040.0,572.6600000000001
RI,1919,598218.0,578.63
RI,1920,604397.0,584.6
RI,1921,612707.0,592.64
RI,1922,621017.0,600.6800000000001
RI,1923,629327.0,608.72
RI,1924,637637.0,616.76
RI,1925,645947.0,624.8
RI,1926,654257.0,632.84
RI,1927,662567.0,640.88
RI,1928,670877.0,648.92
RI,1929,679187.0,656.96
RI,1930,687497.0,665.0
RI,1931,690082.0,667.5
RI,1932,692667.0,670.0
RI,1933,695252.0,672.5
RI,1934,697837.0,675.0
RI,1935,700422.0,677.5
RI,1936,703006.0,680.0
RI,1937,705591.0,682.5
RI,1938,708176.0,685.0
RI,1939,710761.0,687.5
RI,1940,713346.0,690.0
RI,1941,721201.0,697.6
RI,1942,729056.0,705.2
RI,1943,736911.0,712.8
RI,1944,744766.0,720.4000000000001
RI,1945,752621.0,728.0
RI,1946,760476.0,735.5999999999999
RI,1947,768331.0,743.1999999999999
RI,1948,776186.0,750.8000000000001
RI,1949,784041.0,758.4
RI,1950,791896.0,766.0
RI,1951,798655.0,772.54
RI,1952,805414.0,779.08
RI,1953,812174.0,785.6199999999999
RI,1954,818933.0,792.16
RI,1955,825692.0,798.7
RI,1956,832451.0,805.24
RI,1957,839210.0,811.78
RI,1958,845970.0,818.3199999999999
RI,1959,852729.0,824.86
RI,1960,859488.0,831.4
RI,1961,868212.0,839.84
RI,1962,876935.0,848.28
RI,1963,885659.0,856.7199999999998
RI,1964,894383.0,865.16
RI,1965,903106.0,873.5999999999999
RI,1966,911830.0,882.04
RI,1967,920554.0,890.48
RI,1968,929278.0,898.92
RI,1969,938001.0,907.36
RI,1970,946725.0,915.8
RI,1971,946768.0,915.84
RI,1972,946811.0,915.88
RI,1973,946854.0,915.92
RI,1974,946897.0,915.9599999999999
RI,1975,946940.0,916.0
RI,1976,946982.0,916.04
RI,1977,947025.0,916.08
RI,1978,947068.0,916.12
RI,1979,947111.0,916.16
RI,1980,947154.0,916.2
RI,1981,952785.0,921.6400000000001
RI,1982,958416.0,927.08
RI,1983,964047.0,932.52
RI,1984,969678.0,937.96
RI,1985,975309.0,943.4000000000001
RI,1986,980940.0,948.84
RI,1987,986571.0,954.28
RI,1988,992202.0,959.72
RI,1989,997833.0,965.1600000000001
RI,1990,1003464.0,970.6
RI,1991,1007950.0,974.94
RI,1992,1012435.0,979.28
RI,1993,1016920.0,983.6199999999999
RI,1994,1021406.0,987.96
RI,1995,1025892.0,992.3
RI,1996,1030377.0,996.64
RI,1997,1034862.0,1000.98
RI,1998,1039348.0,1005.3199999999999
RI,1999,1043834.0,1009.66
RI,2000,1048319.0,1014.0
RI,2001,1048744.0,1014.4100000000001
RI,2002,1049169.0,1014.82
RI,2003,1049593.0,1015.23
RI,2004,1050018.0,1015.64
RI,2005,1050443.0,1016.05
RI,2006,1050868.0,1016.46
RI,2007,1051293.0,1016.87
RI,2008,1051717.0,1017.28
RI,2009,1052142.0,1017.69
RI,2010,1052567.0,1018.1
RI,2011,1057048.0,1022.4300000000001
RI,2012,1061529.0,1026.76
RI,2013,1066011.0,1031.09
RI,2014,1070492.0,1035.42
RI,2015,1074973.0,1039.75
RI,2016,1079454.0,1044.08
RI,2017,1083935.0,1048.41
RI,2018,1088417.0,1052.74
RI,2019,1092898.0,1057.0700000000002
RI,2020,1097379.0,1061.4
RI,2021,1092898.0,1057.0700000000002
RI,2022,1092898.0,1057.0700000000002
RI,2023,1092898.0,1057.0700000000002
SC,1910,1515400.0,50.4
SC,1911,1532232.0,50.96
SC,1912,1549065.0,51.52
SC,1913,1565897.0,52.08
SC,1914,1582730.0,52.64
SC,1915,1599562.0,53.2
SC,1916,1616394.0,53.760000000000005
SC,1917,1633227.0,54.31999999999999
SC,1918,1650059.0,54.88
SC,1919,1666892.0,55.44
SC,1920,1683724.0,56.0
SC,1921,1689228.0,56.18
SC,1922,1694732.0,56.36000000000001
SC,1923,1700236.0,56.53999999999999
SC,1924,1705740.0,56.72
SC,1925,1711244.0,56.9
SC,1926,1716749.0,57.08
SC,1927,1722253.0,57.26
SC,1928,1727757.0,57.44
SC,1929,1733261.0,57.62
SC,1930,1738765.0,57.8
SC,1931,1754869.0,58.339999999999996
SC,1932,1770973.0,58.88
SC,1933,1787077.0,59.419999999999995
SC,1934,1803181.0,59.96
SC,1935,1819284.0,60.5
SC,1936,1835388.0,61.040000000000006
SC,1937,1851492.0,61.580000000000005
SC,1938,1867596.0,62.12
SC,1939,1883700.0,62.660000000000004
SC,1940,1899804.0,63.2
SC,1941,1921526.0,63.92
SC,1942,1943249.0,64.64
SC,1943,1964971.0,65.36
SC,1944,1986693.0,66.08000000000001
SC,1945,2008416.0,66.80000000000001
SC,1946,2030138.0,67.52000000000001
SC,1947,2051860.0,68.24000000000001
SC,1948,2073582.0,68.96000000000001
SC,1949,2095305.0,69.68
SC,1950,2117027.0,70.4
SC,1951,2143584.0,71.29
SC,1952,2170140.0,72.18
SC,1953,2196697.0,73.07
SC,1954,2223254.0,73.96000000000001
SC,1955,2249810.0,74.85
SC,1956,2276367.0,75.74000000000001
SC,1957,2302924.0,76.63
SC,1958,2329481.0,77.52
SC,1959,2356037.0,78.41
SC,1960,2382594.0,79.3
SC,1961,2403386.0,79.99000000000001
SC,1962,2424178.0,80.68
SC,1963,2444971.0,81.37
SC,1964,2465763.0,82.06
SC,1965,2486555.0,82.75
SC,1966,2507347.0,83.44
SC,1967,2528139.0,84.13
SC,1968,2548932.0,84.82000000000001
SC,1969,2569724.0,85.50999999999999
SC,1970,2590516.0,86.2
SC,1971,2643646.0,87.97
SC,1972,2696777.0,89.74000000000001
SC,1973,2749907.0,91.50999999999999
SC,1974,2803038.0,93.28
SC,1975,2856168.0,95.05000000000001
SC,1976,2909298.0,96.82000000000001
SC,1977,2962429.0,98.59
SC,1978,3015559.0,100.36
SC,1979,3068690.0,102.13000000000001
SC,1980,3121820.0,103.9
SC,1981,3158308.0,105.11000000000001
SC,1982,3194797.0,106.32000000000001
SC,1983,3231285.0,107.53
SC,1984,3267773.0,108.74000000000001
SC,1985,3304262.0,109.95
SC,1986,3340750.0,111.16
SC,1987,3377238.0,112.36999999999999
SC,1988,3413726.0,113.58000000000001
SC,1989,3450215.0,114.79
SC,1990,3486703.0,116.0
SC,1991,3539234.0,117.75
SC,1992,3591765.0,119.50000000000001
SC,1993,3644296.0,121.24999999999999
SC,1994,3696827.0,123.0
SC,1995,3749358.0,124.75
SC,1996,3801888.0,126.5
SC,1997,3854419.0,128.25
SC,1998,3906950.0,130.0
SC,1999,3959481.0,131.75
SC,2000,4012012.0,133.5
SC,2001,4073347.0,135.54000000000002
SC,2002,4134682.0,137.58
SC,2003,4196018.0,139.62
SC,2004,4257353.0,141.66
SC,2005,4318688.0,143.7
SC,2006,4380023.0,145.74
SC,2007,4441358.0,147.78
SC,2008,4502694.0,149.82
SC,2009,4564029.0,151.86
SC,2010,4625364.0,153.9
SC,2011,4674670.0,155.53000000000003
SC,2012,4723976.0,157.16
SC,2013,4773282.0,158.79
SC,2014,4822588.0,160.42000000000002
SC,2015,4871894.0,162.05
SC,2016,4921201.0,163.68
SC,2017,4970507.0,165.31
SC,2018,5019813.0,166.94
SC,2019,5069119.0,168.57
SC,2020,5118425.0,170.2
SC,2021,5069119.0,168.57
SC,2022,5069119.0,168.57
SC,2023,5069119.0,168.57
SD,1910,583888.0,7.7
SD,1911,589154.0,7.7700000000000005
SD,1912,594420.0,7.84
SD,1913,599686.0,7.91
SD,1914,604952.0,7.98
SD,1915,610218.0,8.05
SD,1916,615483.0,8.120000000000001
SD,1917,620749.0,8.190000000000001
SD,1918,626015.0,8.26
SD,1919,631281.0,8.33
SD,1920,636547.0,8.4
SD,1921,642177.0,8.47
SD,1922,647807.0,8.540000000000001
SD,1923,653438.0,8.61
SD,1924,659068.0,8.68
SD,1925,664698.0,8.75
SD,1926,670328.0,8.82
SD,1927,675958.0,8.89
SD,1928,681589.0,8.96
SD,1929,687219.0,9.03
SD,1930,692849.0,9.1
SD,1931,687860.0,9.04
SD,1932,682871.0,8.98
SD,1933,677883.0,8.919999999999998
SD,1934,672894.0,8.86
SD,1935,667905.0,8.8
SD,1936,662916.0,8.74
SD,1937,657927.0,8.68
SD,1938,652939.0,8.620000000000001
SD,1939,647950.0,8.56
SD,1940,642961.0,8.5
SD,1941,643939.0,8.51
SD,1942,644917.0,8.520000000000001
SD,1943,645895.0,8.53
SD,1944,646873.0,8.54
SD,1945,647850.0,8.55
SD,1946,648828.0,8.559999999999999
SD,1947,649806.0,8.57
SD,1948,650784.0,8.58
SD,1949,651762.0,8.59
SD,1950,652740.0,8.6
SD,1951,655517.0,8.64
SD,1952,658295.0,8.68
SD,1953,661072.0,8.719999999999999
SD,1954,663850.0,8.76
SD,1955,666627.0,8.8
SD,1956,669404.0,8.84
SD,1957,672182.0,8.879999999999999
SD,1958,674959.0,8.92
SD,1959,677737.0,8.959999999999999
SD,1960,680514.0,9.0
SD,1961,679013.0,8.98
SD,1962,677513.0,8.96
SD,1963,676012.0,8.94
SD,1964,674511.0,8.92
SD,1965,673010.0,8.9
SD,1966,671510.0,8.88
SD,1967,670009.0,8.86
SD,1968,668508.0,8.84
SD,1969,667008.0,8.82
SD,1970,665507.0,8.8
SD,1971,668033.0,8.83
SD,1972,670559.0,8.860000000000001
SD,1973,673085.0,8.89
SD,1974,675611.0,8.92
SD,1975,678138.0,8.95
SD,1976,680664.0,8.98
SD,1977,683190.0,9.01
SD,1978,685716.0,9.04
SD,1979,688242.0,9.07
SD,1980,690768.0,9.1
SD,1981,691292.0,9.11
SD,1982,691815.0,9.120000000000001
SD,1983,692339.0,9.129999999999999
SD,1984,692862.0,9.14
SD,1985,693386.0,9.149999999999999
SD,1986,693910.0,9.16
SD,1987,694433.0,9.17
SD,1988,694957.0,9.18
SD,1989,695480.0,9.19
SD,1990,696004.0,9.2
SD,1991,701888.0,9.28
SD,1992,707772.0,9.36
SD,1993,713656.0,9.44
SD,1994,719540.0,9.52
SD,1995,725424.0,9.6
SD,1996,731308.0,9.68
SD,1997,737192.0,9.76
SD,1998,743076.0,9.84
SD,1999,748960.0,9.92
SD,2000,754844.0,10.0
SD,2001,760778.0,10.07
SD,2002,766711.0,10.14
SD,2003,772645.0,10.209999999999999
SD,2004,778578.0,10.280000000000001
SD,2005,784512.0,10.35
SD,2006,790446.0,10.419999999999998
SD,2007,796379.0,10.49
SD,2008,802313.0,10.56
SD,2009,808246.0,10.629999999999999
SD,2010,814180.0,10.7
SD,2011,821429.0,10.799999999999999
SD,2012,828677.0,10.9
SD,2013,835926.0,11.0
SD,2014,843175.0,11.099999999999998
SD,2015,850424.0,11.2
SD,2016,857672.0,11.3
SD,2017,864921.0,11.4
SD,2018,872170.0,11.499999999999998
SD,2019,879418.0,11.6
SD,2020,886667.0,11.7
SD,2021,879418.0,11.6
SD,2022,879418.0,11.6
SD,2023,879418.0,11.6
TN,1910,2184789.0,53.0
TN,1911,2200099.0,53.370000000000005
TN,1912,2215408.0,53.74000000000001
TN,1913,2230718.0,54.11
TN,1914,2246027.0,54.480000000000004
TN,1915,2261337.0,54.85
TN,1916,2276647.0,55.220000000000006
TN,1917,2291956.0,55.59
TN,1918,2307266.0,55.96000000000001
TN,1919,2322575.0,56.33
TN,1920,2337885.0,56.7
TN,1921,2365752.0,57.38
TN,1922,2393619.0,58.06000000000001
TN,1923,2421486.0,58.739999999999995
TN,1924,2449353.0,59.42
TN,1925,2477220.0,60.1
TN,1926,2505088.0,60.78
TN,1927,2532955.0,61.46
TN,1928,2560822.0,62.14
TN,1929,2588689.0,62.82
TN,1930,2616556.0,63.5
TN,1931,2646484.0,64.22
TN,1932,2676413.0,64.94
TN,1933,2706342.0,65.66
TN,1934,2736270.0,66.38
TN,1935,2766198.0,67.1
TN,1936,2796127.0,67.82000000000001
TN,1937,2826056.0,68.54
TN,1938,2855984.0,69.26
TN,1939,2885912.0,69.98
TN,1940,2915841.0,70.7
TN,1941,2953429.0,71.61
TN,1942,2991016.0,72.52000000000001
TN,1943,3028604.0,73.43
TN,1944,3066192.0,74.34
TN,1945,3103780.0,75.25
TN,1946,3141367.0,76.16
TN,1947,3178955.0,77.07
TN,1948,3216543.0,77.98
TN,1949,3254130.0,78.88999999999999
TN,1950,3291718.0,79.8
TN,1951,3319255.0,80.47
TN,1952,3346792.0,81.14
TN,1953,3374329.0,81.80999999999999
TN,1954,3401866.0,82.47999999999999
TN,1955,3429404.0,83.15
TN,1956,3456941.0,83.82
TN,1957,3484478.0,84.49
TN,1958,3512015.0,85.16
TN,1959,3539552.0,85.83000000000001
TN,1960,3567089.0,86.5
TN,1961,3602749.0,87.37
TN,1962,3638409.0,88.24000000000001
TN,1963,3674068.0,89.11
TN,1964,3709728.0,89.98
TN,1965,3745388.0,90.85
TN,1966,3781048.0,91.72
TN,1967,3816708.0,92.59
TN,1968,3852367.0,93.46000000000001
TN,1969,3888027.0,94.33000000000001
TN,1970,3923687.0,95.2
TN,1971,3990430.0,96.81
TN,1972,4057174.0,98.42000000000002
TN,1973,4123917.0,100.03
TN,1974,4190660.0,101.64
TN,1975,4257404.0,103.25
TN,1976,4324147.0,104.86000000000001
TN,1977,4390890.0,106.47
TN,1978,4457633.0,108.08
TN,1979,4524377.0,109.69
TN,1980,4591120.0,111.3
TN,1981,4619726.0,112.0
TN,1982,4648333.0,112.7
TN,1983,4676940.0,113.39999999999999
TN,1984,4705546.0,114.1
TN,1985,4734152.0,114.8
TN,1986,4762759.0,115.5
TN,1987,4791366.0,116.19999999999999
TN,1988,4819972.0,116.89999999999999
TN,1989,4848578.0,117.6
TN,1990,4877185.0,118.3
TN,1991,4958395.0,120.27
TN,1992,5039605.0,122.24000000000001
TN,1993,5120814.0,124.20999999999998
TN,1994,5202024.0,126.17999999999999
TN,1995,5283234.0,128.15
TN,1996,5364444.0,130.12
TN,1997,5445654.0,132.09
TN,1998,5526863.0,134.06
TN,1999,5608073.0,136.03
TN,2000,5689283.0,138.0
TN,2001,5754965.0,139.59
TN,2002,5820647.0,141.18
TN,2003,5886330.0,142.76999999999998
TN,2004,5952012.0,144.36
TN,2005,6017694.0,145.95
TN,2006,6083376.0,147.54000000000002
TN,2007,6149058.0,149.13
TN,2008,6214741.0,150.72
TN,2009,6280423.0,152.31
TN,2010,6346105.0,153.9
TN,2011,6402578.0,155.27
TN,2012,6459052.0,156.64000000000001
TN,2013,6515526.0,158.01
TN,2014,6571999.0,159.38
TN,2015,6628472.0,160.75
TN,2016,6684946.0,162.12
TN,2017,6741420.0,163.49
TN,2018,6797893.0,164.86
TN,2019,6854366.0,166.23
TN,2020,6910840.0,167.6
TN,2021,6854366.0,166.23
TN,2022,6854366.0,166.23
TN,2023,6854366.0,166.23
TX,1910,3896542.0,14.9
TX,1911,3973211.0,15.2
TX,1912,4049879.0,15.500000000000002
TX,1913,4126548.0,15.799999999999999
TX,1914,4203216.0,16.1
TX,1915,4279885.0,16.4
TX,1916,4356554.0,16.7
TX,1917,4433222.0,17.0
TX,1918,4509891.0,17.3
TX,1919,4586559.0,17.599999999999998
TX,1920,4663228.0,17.9
TX,1921,4779377.0,18.34
TX,1922,4895525.0,18.78
TX,1923,5011674.0,19.22
TX,1924,5127823.0,19.659999999999997
TX,1925,5243972.0,20.1
TX,1926,5360120.0,20.54
TX,1927,5476269.0,20.98
TX,1928,5592418.0,21.419999999999998
TX,1929,5708566.0,21.86
TX,1930,5824715.0,22.3
TX,1931,5883726.0,22.53
TX,1932,5942737.0,22.76
TX,1933,6001748.0,22.99
TX,1934,6060759.0,23.220000000000002
TX,1935,6119770.0,23.450000000000003
TX,1936,6178780.0,23.68
TX,1937,6237791.0,23.91
TX,1938,6296802.0,24.14
TX,1939,6355813.0,24.37
TX,1940,6414824.0,24.6
TX,1941,6544461.0,25.09
TX,1942,6674098.0,25.580000000000005
TX,1943,6803735.0,26.07
TX,1944,6933372.0,26.560000000000002
TX,1945,7063009.0,27.05
TX,1946,7192646.0,27.54
TX,1947,7322283.0,28.03
TX,1948,7451920.0,28.52
TX,1949,7581557.0,29.01
TX,1950,7711194.0,29.5
TX,1951,7898042.0,30.220000000000002
TX,1952,8084891.0,30.94
TX,1953,8271739.0,31.659999999999997
TX,1954,8458587.0,32.38
TX,1955,8645436.0,33.1
TX,1956,8832284.0,33.82
TX,1957,9019132.0,34.540000000000006
TX,1958,9205980.0,35.260000000000005
TX,1959,9392829.0,35.980000000000004
TX,1960,9579677.0,36.7
TX,1961,9741382.0,37.32
TX,1962,9903088.0,37.940000000000005
TX,1963,10064793.0,38.56
TX,1964,10226498.0,39.18
TX,1965,10388204.0,39.8
TX,1966,10549909.0,40.42
TX,1967,10711614.0,41.04
TX,1968,10873319.0,41.66
TX,1969,11035025.0,42.28
TX,1970,11196730.0,42.9
TX,1971,11499976.0,44.06
TX,1972,11803222.0,45.22
TX,1973,12106468.0,46.379999999999995
TX,1974,12409714.0,47.54
TX,1975,12712960.0,48.7
TX,1976,13016207.0,49.86
TX,1977,13319453.0,51.019999999999996
TX,1978,13622699.0,52.18
TX,1979,13925945.0,53.34
TX,1980,14229191.0,54.5
TX,1981,14504923.0,55.550000000000004
TX,1982,14780655.0,56.6
TX,1983,15056387.0,57.65
TX,1984,15332119.0,58.699999999999996
TX,1985,15607850.0,59.75
TX,1986,15883582.0,60.8
TX,1987,16159314.0,61.85
TX,1988,16435046.0,62.9
TX,1989,16710778.0,63.949999999999996
TX,1990,16986510.0,65.0
TX,1991,17373041.0,66.48
TX,1992,17759572.0,67.96000000000001
TX,1993,18146103.0,69.44
TX,1994,18532634.0,70.92
TX,1995,18919165.0,72.4
TX,1996,19305696.0,73.88
TX,1997,19692227.0,75.36
TX,1998,20078758.0,76.84
TX,1999,20465289.0,78.32
TX,2000,20851820.0,79.8
TX,2001,21281194.0,81.44999999999999
TX,2002,21710568.0,83.10000000000001
