name,type,latitude_deg,longitude_deg,state
Winnsboro Municipal Airport,small_airport,32.15299988,-91.69850159,LA
Greg's Flying Service Airport,small_airport,32.26530075,-91.69779968,LA
White County Medical Center Heliport,heliport,35.252507,-91.697333,AR
Sherman Airport,small_airport,42.05830002,-91.69020081,IA
Staggs Airport,small_airport,39.99530029,-91.68900299,MO
Washington County Hospital Heliport,heliport,41.28919983,-91.68769836,IA
Stocktrade Airport,small_airport,44.80830002,-91.68440247,WI
W & E Air Service Airport,small_airport,31.447599,-91.683899,LA
Morgan Airport,small_airport,37.91669846,-91.6835022,MO
Flying V Ranch Airport,small_airport,38.918174,-91.6831,MO
Deters Farms Airport,small_airport,43.56110001,-91.6815033,MN
Diamond Shamrock Heliport,closed,29.891899,-91.680397,LA
Innis Community Health Center Heliport,heliport,30.87779999,-91.67919922,LA
Lewis County Regional Airport,small_airport,40.12919998,-91.67829895,MO
Springbrook Airport,small_airport,45.90190125,-91.67710114,WI
Washington Municipal Airport,small_airport,41.27610016,-91.67340088,IA
Mays Island Helistop,heliport,41.97579956,-91.67019653,IA
Downtown Heliport,closed,41.972801,-91.669296,IA
Le Maire Memorial Airport,small_airport,29.89909935,-91.66600037,LA
St Lukes Hospital Emergency Heliport,heliport,41.98469925,-91.66159821,IA
Mercy Hospital Heliport,heliport,41.97859955,-91.65519714,IA
Minnesuing Airport,small_airport,46.41439819,-91.65100098,WI
Schlemmer Airport,small_airport,39.2594986,-91.65019989,MO
Elvis1 Field,small_airport,35.217525,-91.647637,AR
Batesville Regional Airport,small_airport,35.7262001,-91.64730072,AR
Harrison Private Airport,small_airport,37.85279846,-91.64679718,MO
McConnaughhay's Field,small_airport,35.097298,-91.644011,AR
Hazen Municipal Airport,small_airport,34.75939941,-91.63809967,AR
Chetek Municipal Southworth Airport,small_airport,45.30619812,-91.63619995,WI
Redgate Ranch Airport,small_airport,38.90169907,-91.6352005,MO
White River Medical Center Heliport,heliport,35.76810074,-91.63459778,AR
Mc Bride Field,small_airport,42.06389999,-91.63430023,IA
Willie's Airport,small_airport,45.91109848,-91.62850189,WI
Beech Creek Airport,closed,33.182499,-91.628304,AR
Lilac Time Airport,small_airport,45.70660019,-91.62490082,WI
Community Memorial Hospital Heliport,heliport,44.03250122,-91.62319946,MN
Cedar Island Airport,small_airport,46.44990158,-91.61689758,WI
Dale Delight Airport,closed,43.078899,-91.615196,IA
Delta Ultralightport,small_airport,31.60350037,-91.61399841,LA
Tripp Strip,small_airport,35.11790085,-91.61190033,AR
Greenwalt Company Airport,small_airport,34.80670166,-91.60829926,AR
Salem Memorial Airport,small_airport,37.61520004,-91.60440063,MO
Green Airfield,small_airport,37.94340134,-91.60209656,MO
University of Iowa Hospitals & Clinic No2 Heliport,heliport,41.66749954,-91.60019684,IA
Weideman International Airport,small_airport,47.0943985,-91.60019684,MN
Stephen's Flying Service Airport,small_airport,32.29330063,-91.59329987,LA
F L Braughton Airport,small_airport,31.34390068,-91.59279633,LA
Cloud Dancer Private Airport,small_airport,45.31190109,-91.58969879,WI
Heyoka Field,small_airport,44.742138,-91.58536,WI
Pete's Patch Airport,closed,42.1338,-91.5851,IA
Angola Airstrip,small_airport,30.95159912,-91.58480072,LA
Wayne Brown Airport,small_airport,31.72769928,-91.582901,LA
Barron Aviation Airport,small_airport,39.40050125,-91.582901,MO
Hazen Heliport,heliport,34.78039932,-91.58260345,AR
Freps Airport,small_airport,35.298118,-91.582508,AR
Jps Field,small_airport,35.295401,-91.578227,AR
Stuttgart Municipal Airport,small_airport,34.59949875,-91.57499695,AR
Thayer Memorial Airport,small_airport,36.52230072,-91.5719986,MO
Salem Memorial Hospital Heliport,heliport,37.65200043,-91.56880188,MO
Camp Tahigwa Landing Site Heliport,heliport,43.43889999,-91.56739807,IA
Sky-Vu Airport,small_airport,38.89220047,-91.56600189,MO
Hargrove Airport,small_airport,34.51259995,-91.56400299,AR
Sharp County Regional Airport,small_airport,36.26490021,-91.56259918,AR
Will-Be-Gone Airport,small_airport,45.67720032,-91.5625,WI
Medical Heliport,heliport,40.9620018,-91.55989838,IA
Stuttgart Memorial Hospital Heliport,heliport,34.517778,-91.559722,AR
Lakewood Lodge Airport,small_airport,45.77799988,-91.5585022,WI
Bald Knob Municipal Airport,small_airport,35.30039978,-91.55760193,AR
Taylor Airstrip,small_airport,34.98680115,-91.5503006,AR
University of Iowa Hospitals & Clinic Heliport,heliport,41.65999985,-91.54769897,IA
Log Cabin Airport,small_airport,44.57500076,-91.54709625,WI
Iowa City Municipal Airport,small_airport,41.6391983,-91.54650116,IA
Bells Field,small_airport,34.980201,-91.546,AR
Johnson Memorial Airport,small_airport,33.07929993,-91.54319763,AR
Chitimacha Air Park,small_airport,29.872222,-91.543056,LA
Donnellson Airport,small_airport,40.6208992,-91.54180145,IA
Oligrow Airport,small_airport,32.2962333,-91.540041,LA
Skarda/Tollville Airport,small_airport,34.71760178,-91.53900146,AR
Eu-Wish Airport,small_airport,38.66889954,-91.53600311,MO
FFS Field,small_airport,35.284432,-91.535999,AR
Rgl Field,small_airport,38.98500061,-91.53489685,MO
Billy Free Municipal Airport,small_airport,33.88479996,-91.53450012,AR
Strawberry Point Medical Center Heliport,heliport,42.69189835,-91.53320313,IA
Barbers Lake Field,small_airport,35.160699,-91.53301,AR
Burns Point Plant Heliport,heliport,29.57159996,-91.53209686,LA
Valverda Strip,small_airport,30.52510071,-91.53199768,LA
Marion Airport,small_airport,42.03110123,-91.52929688,IA
Bob Norman Airstrip,small_airport,34.97320175,-91.52600098,AR
Florida North Airport,small_airport,45.65940094,-91.52249908,WI
Blackberry Ridge Heliport,heliport,41.6934,-91.5223639,IA
Flying O Airport,small_airport,45.17969894,-91.51820374,WI
Miller Farm Airport,small_airport,38.52370071,-91.5177002,MO
Haerr Field,small_airport,39.95000076,-91.51679993,MO
Winter Field,small_airport,38.33340073,-91.51679993,MO
Collisons Field,small_airport,35.32093,-91.512721,AR
Gopher Stol Airport,small_airport,44.64110184,-91.51270294,WI
Luther Hospital Heliport,heliport,44.81190109,-91.51270294,WI
Reedville Airport,small_airport,33.92509842,-91.51119995,AR
Mount Pleasant Municipal Airport,small_airport,40.94660187,-91.51110077,IA
Sacred Heart Hospital Heliport,heliport,44.79439926,-91.50990295,WI
Vetterkind Strip,small_airport,45.2405014,-91.50879669,WI
Killarny Farm Airport,small_airport,30.8409996,-91.5082016,LA
Concordia Parish Airport,small_airport,31.56200027,-91.50650024,LA
Houston County Airport,small_airport,43.59640121,-91.50389862,MN
Owensville Ambulance District Heliport,heliport,38.35559845,-91.50240326,MO
Bloomer Memorial Medical Center Heliport,heliport,45.10250092,-91.50140381,WI
Picayune Airport,small_airport,41.70830154,-91.50019836,IA
Summerell Airport,small_airport,31.6821003,-91.498703,LA
Delhi Municipal Airport,small_airport,32.41070175,-91.498703,LA
Manchester Municipal Airport,small_airport,42.49330139,-91.49849701,IA
Eau Claire Lakes Airport,small_airport,46.34880066,-91.49819946,WI
Franciscan Skemp Mayo Health Systems Heliport,heliport,44.247368,-91.496704,WI
Hermann Municipal Airport,small_airport,38.7052002,-91.49060059,MO
Bennetts Field,small_airport,35.27687,-91.484762,AR
Chippewa Valley Regional Airport,medium_airport,44.86579895,-91.48429871,WI
Morgan Field,small_airport,30.6128006,-91.48419952,LA
False River Regional Airport,small_airport,30.71829987,-91.47869873,LA
Sara Field,small_airport,30.94669914,-91.47499847,LA
Waukon Municipal Airport,small_airport,43.2804985,-91.46949768,IA
Almyra Municipal Airport,small_airport,34.41230011,-91.46630096,AR
Mertinkes Airport,small_airport,44.70500183,-91.4654007,WI
Buds Field,small_airport,35.316699,-91.462707,AR
Pointe Coupee General Hospital Heliport,heliport,30.68320084,-91.4611969,LA
Tillar Airport,small_airport,33.71260071,-91.4611969,AR
Carlson Airport,small_airport,44.72359848,-91.4598999,WI
Bayfield County Airport,small_airport,46.57630157,-91.45850372,WI
Airpark Private Airport,small_airport,39.30120087,-91.45149994,MO
Hermann Area Hospital Heliport,heliport,38.69279861,-91.45130157,MO
Hannibal Regional Hospital Heliport,heliport,39.71120071,-91.45069885,MO
Gateway Airport,small_airport,45.13330078,-91.45020294,WI
Sawyer County Airport,medium_airport,46.02519989,-91.44429779,WI
Bobs,small_airport,35.391523,-91.443706,AR
Hannibal Regional Airport,small_airport,39.72449875,-91.4437027,MO
Wilkins Airport,small_airport,38.96849823,-91.4434967,MO
Dermott Municipal Airport,small_airport,33.48799896,-91.44259644,AR
Cyanamid-Hannibal Heliport,heliport,39.83250046,-91.44020081,MO
Bartlett Field,small_airport,41.80059814,-91.43990326,IA
Amos Airport,small_airport,35.61022,-91.436249,AR
Henley Aerodrome,small_airport,35.83330154,-91.4332962,AR
Solitude Airstrip,small_airport,30.87039948,-91.43109894,LA
Schubert Airstrip,small_airport,44.05830002,-91.43070221,WI
Blunt Field,small_airport,44.93560028,-91.43070221,WI
Cuba Municipal Airport,small_airport,38.06880188,-91.42890167,MO
Keokuk Municipal Airport,small_airport,40.4598999,-91.42849731,IA
Costello Airport,small_airport,32.96709824,-91.42620087,LA
Montgomery-Wehrman Airport,small_airport,39.01250076,-91.41929626,MO
Bickel STOLport,small_airport,40.39170074,-91.41680145,IA
Silver Bay Municipal Airport,small_airport,47.24900055,-91.41560364,MN
Central Community Hospital Heliport,heliport,42.85749817,-91.41459656,IA
Norris Airstrip,small_airport,32.14039993,-91.41120148,LA
Kelly Airport,small_airport,32.8492012,-91.40390015,LA
Orr-Port Airport,small_airport,40.93840027,-91.40350342,IA
Goads field,small_airport,35.41423,-91.402483,AR
Blessing Hospital At 11th St Heliport,heliport,39.93640137,-91.39900208,IL
Possum Grape Exit,small_airport,35.458188,-91.39795,AR
Independence Airport,small_airport,44.3669014,-91.39579773,WI
Haven Wood Airport,small_airport,37.33620071,-91.39459991,MO
Clarendon Municipal Airport,small_airport,34.64799881,-91.39440155,AR
Mc Gehee Desha County Hospital Heliport,heliport,33.61840057,-91.39230347,AR
Schexnayder Airport,small_airport,30.51049995,-91.39230347,LA
Jan Knipe Airport,small_airport,40.37060165,-91.38890076,IL
Kah Heliport,heliport,40.4070015,-91.38710022,IA
West Feliciana Sheriff's Office Heliport,heliport,30.82439995,-91.38459778,LA
Bayou Meadows Airport,small_airport,32.70009995,-91.38339996,LA
Blickhan Lndg Area Airport,small_airport,40.00839996,-91.38210297,IL
Elkader Airport,small_airport,42.84690094,-91.38069916,IA
Flying G Ranch Airport,small_airport,33.69319916,-91.37960052,AR
Rosenbaum Field,small_airport,44.99375916,-91.37775421,WI
Carhart Farms Airport,small_airport,44.05130005,-91.376297,WI
Mc Donald's Airstrip,small_airport,36.03469849,-91.3707962,AR
Brion Memorial Airport,small_airport,44.55690002,-91.36689758,WI
Lerchs Airport,small_airport,42.06669998,-91.3667984,IA
West Feliciana Parish Hospital Heliport,heliport,30.78470039,-91.36530304,LA
Mc Gehee Municipal Airport,small_airport,33.62020111,-91.3647995,AR
Falwell Railroad Field,small_airport,35.551564,-91.363072,AR
Falwell Freeway,small_airport,35.465008,-91.362532,AR
Port Paradise Farms Airport,small_airport,41.1739006,-91.36180115,IA
St Joseph's Hospital Heliport,heliport,44.9496994,-91.36100006,WI
Augusta Heliport,heliport,35.2887001,-91.35849762,AR
Winchester Airport,small_airport,40.58200073,-91.35849762,IL
4B Ranch Airport,small_airport,32.40990067,-91.34870148,LA
Berryhill Farms Airport,small_airport,32.06850052,-91.3483963,MS
Berry Airport,small_airport,32.85789871,-91.3483963,LA
Joeys,small_airport,35.398494,-91.348252,AR
Monona Municipal Airport,small_airport,43.0304985,-91.34600067,IA
Ward's Airport,small_airport,33.04999924,-91.34159851,AR
Lesters Field,small_airport,35.277262,-91.341105,AR
Ultra Flight Airpark,small_airport,38.6908989,-91.34100342,MO
Harry P Williams Memorial Airport,small_airport,29.70949936,-91.33899689,LA
Mccoy Airport,small_airport,40.8185997,-91.33889771,IA
De Witt City Hospital Heliport,heliport,34.27930069,-91.33869934,AR
Riverbend Heliport,heliport,30.7609005,-91.33860016,LA
Mast Field,small_airport,39.97669983,-91.33399963,IL
Falwell Base,small_airport,35.54914,-91.332981,AR
Whitehall Fire Department Heliport,heliport,44.367614,-91.332728,WI
Cedar Ridge Airport,small_airport,40.54309845,-91.33070374,IL
T-Bo Field Airport,small_airport,44.98730087,-91.33039856,WI
Fort Madison Municipal Airport,small_airport,40.65930176,-91.32679749,IA
Seigfried Halfpap Airport,small_airport,39.88619995,-91.3207016,IL
Tembec Heliport,heliport,30.70789909,-91.32019806,LA
Green Acres Airport,small_airport,31.09309959,-91.31900024,MS
David Stanley Memorial Airport,small_airport,35.20640182,-91.31890106,AR
Lake Village Municipal Airport,small_airport,33.34600067,-91.31569672,AR
Gustafson Airport,closed,32.433101,-91.315201,LA
Round Lake Seaplane Base,seaplane_base,46.00690079,-91.31040192,WI
Parkway Farm Strip,small_airport,44.00360107,-91.30760193,WI
De Witt Municipal Airport Whitcomb Field,small_airport,34.262299,-91.307503,AR
Sanctuary Airport,small_airport,38.95970154,-91.30390167,MO
Kitty-Wompus Airport,small_airport,45.69910049,-91.30349731,WI
Sullivan Airport,small_airport,40.401389,-91.303056,IL
Omni Airport,small_airport,30.5041008,-91.3022995,LA
Adventures Aloft Airport,small_airport,38.87250137,-91.30020142,MO
Army Reserve Heliport,heliport,40.83340073,-91.30010223,IA
Holland Air Park,small_airport,44.03219986,-91.29959869,WI
Hardy-Anders Field / Natchez-Adams County Airport,small_airport,31.613738,-91.297313,MS
Sinele's Sunset Strip,small_airport,40.57949829,-91.29180145,IL
Taylorport Airport,small_airport,45.375,-91.29180145,WI
Chicot Memorial Hospital Heliport,heliport,33.30530167,-91.28919983,AR
Anamosa Community Hospital Heliport,heliport,42.1128006,-91.28820038,IA
Wilbert Airport,small_airport,30.25989914,-91.28620148,LA
Daniel Airport,closed,30.353201,-91.282097,LA
Nauga Field,small_airport,30.76250076,-91.27729797,LA
Sinele Strip,small_airport,40.54639816,-91.27429962,IL
Wissota Airport,small_airport,44.93330002,-91.2723999,WI
Simpson Airport,small_airport,30.30270004,-91.27149963,LA
Woodruff County Airport,small_airport,35.27190018,-91.2696991,AR
Unity Health Harris Medical Center Heliport,heliport,35.609774,-91.264466,AR
Tensas Flying Service Airport,small_airport,31.9775,-91.263889,LA
Jones Regional Medical Center Heliport,heliport,42.100962,-91.2618444,IA
Tightsqueeze Field,small_airport,38.87229919,-91.2602005,MO
Stans Field,small_airport,34.989705,-91.257173,AR
La Crosse Municipal Airport,medium_airport,43.879002,-91.256699,WI
Newport Hospital & Clinic Heliport,closed,35.6087,-91.254898,AR
Kifer Airport,small_airport,32.0626564,-91.25428009,LA
Baker Flying Service Airport,small_airport,33.10850143,-91.25009918,AR
Lutheran Hospital - La Crosse Heliport,heliport,43.79299927,-91.24739838,WI
Cable Union Airport,small_airport,46.19419861,-91.24639893,WI
Sunnys Field Airport,small_airport,38.425983,-91.245396,MO
River West Medical Center Heliport,heliport,30.26210022,-91.24510193,LA
The Bluffs Heliport,heliport,30.80310059,-91.24490356,LA
La Coste Construction County Airport,small_airport,30.50239944,-91.24289703,LA
Crane Field,small_airport,44.90969849,-91.2417984,WI
Haigwood Landing Strip,small_airport,35.6114006,-91.24140167,AR
Berwick Shore Base Heliport,heliport,29.66329956,-91.24069977,LA
Tensas Parish Airport,small_airport,31.97742,-91.240471,LA
Fred Netterville Lbr Co Wilkinson Commnty Airport,small_airport,31.22019959,-91.24040222,MS
St Francis Medical Center Heliport,heliport,43.80390167,-91.24040222,WI
River Ridge Aero Estates Airport,small_airport,45.29410172,-91.23290253,WI
Tupelo Field,small_airport,35.41211,-91.231098,AR
Blair Airport,small_airport,44.28609848,-91.22650146,WI
Cagc Berwick Heliport,heliport,29.70470047,-91.22229767,LA
Krutmeier Airport,small_airport,39.81999969,-91.22100067,IL
Walker Field,small_airport,41.58610153,-91.22019958,IA
Bowling Green Municipal Airport,small_airport,39.36989975,-91.21929932,MO
Southern Helicopters Airport,small_airport,30.2968998,-91.21499634,LA
Feliciana Airpark,small_airport,30.8078,-91.213303,LA
Mayo Clinic Health System-Oakridge Heliport,heliport,44.577514,-91.211612,WI
Vietmeier Airport,small_airport,46.79990005,-91.20850372,WI
Robertson Airport,small_airport,35.18899918,-91.20649719,AR
Cottonwood Airport,small_airport,32.98400116,-91.2059021,LA
Schilson Field,small_airport,40.45140076,-91.20379639,IL
Ancam Antique Airfield,small_airport,40.85680008,-91.20379639,IA
Forest Home Airport,small_airport,31.00670052,-91.20310211,MS
Lakewood Hospital Heliport,heliport,29.70549965,-91.20259857,LA
Rhea Restricted Landing Area,small_airport,40.59230042,-91.20149994,IL
Quincy Regional Baldwin Field,medium_airport,39.94269943,-91.19460297,IL
Mobil Heliport,heliport,29.68689919,-91.19450378,LA
RTI/Data-Com Heliport,heliport,29.70050049,-91.19429779,LA
Kerr Mc Gee Heliport,heliport,29.68740082,-91.19319916,LA
Johnson Field,small_airport,35.26449966,-91.18900299,AR
Byerley Airport,small_airport,32.82590103,-91.18769836,LA
Brian's Ultralightport,small_airport,30.69190025,-91.18759918,LA
Shell Morgan City Heliport,heliport,29.68549919,-91.18260193,LA
Yancopin Airport,small_airport,33.95009995,-91.18119812,AR
Dyersville Area Airport,small_airport,42.49610138,-91.17990112,IA
Dyersville Area Airport,small_airport,42.496105,-91.179859,IA
La Dotd Headquarters Heliport,heliport,30.45919991,-91.17639923,LA
Frank Federer Memorial Airport,small_airport,34.88029861,-91.17639923,AR
Newport Municipal Airport,small_airport,35.63769913,-91.17639923,AR
Great River Medical Center Heliport,heliport,40.81000137,-91.17320251,IA
Texaco Heliport,heliport,29.68689919,-91.17179871,LA
Walker Airport,small_airport,39.52030182,-91.17179871,MO
Howell 1 Airport,small_airport,30.83349991,-91.16680145,LA
Sydal Acres Airport,small_airport,30.91959953,-91.16680145,LA
Holly Grove Municipal Airport,small_airport,34.58240128,-91.16519928,AR
Catfish Point Airport,small_airport,33.69929886,-91.1651001,MS
Sullivan Regional Airport,small_airport,38.23350143,-91.16429901,MO
Monticello Regional Airport,small_airport,42.22040176,-91.16329956,IA
Findley Field,small_airport,38.4056015,-91.15740204,MO
R T Leblanc Airport,small_airport,30.14349937,-91.15319824,LA
Baton Rouge General Hospital Heliport,heliport,30.44879913,-91.15319824,LA
Mathews Memorial Airport,small_airport,41.76340103,-91.1529007,IA
Baton Rouge Metropolitan/ Ryan Field,large_airport,30.53319931,-91.14959717,LA
Scott Airport,small_airport,32.41630173,-91.14890289,LA
A & P Airpark,small_airport,30.72710037,-91.14859772,LA
Muscatine Municipal Airport,small_airport,41.36780167,-91.14820099,IA
Keeven Air Ranch Airport,small_airport,39.044819,-91.148094,MO
Stark Airport,small_airport,38.7806015,-91.1473999,MO
Williams Airport,small_airport,40.43920135,-91.14399719,IL
Keitzer Field,small_airport,41.02640152,-91.14179993,IA
Louisiana State Police Headquarters Heliport,heliport,30.44910049,-91.13700104,LA
Alcorn State University Airport,small_airport,31.86879921,-91.13480377,MS
Grandpa's Farm Airport,closed,44.7027,-91.133797,WI
Breckenridge Airport,small_airport,35.39870071,-91.13349915,AR
Viburnum Airport,small_airport,37.71670151,-91.13349915,MO
Memorial Hospital Heliport,heliport,40.4092108,-91.1334756,IL
Koala-T-Field Airport,small_airport,39.04000092,-91.13040161,MO
Marine Shale Processors Inc Heliport,heliport,29.66270065,-91.12840271,LA
Damien Heliport,heliport,30.19960022,-91.12789917,LA
Red Beard Dusting Service Airport,small_airport,32.28350067,-91.12789917,LA
Southeast Iowa Regional Airport,medium_airport,40.78319931,-91.12550354,IA
Dale Landing Strip,small_airport,32.15629959,-91.12460327,MS
Prairie Du Chien Municipal Airport,small_airport,43.01929855,-91.123703,WI
Era - Morgan City Heliport,closed,29.6458,-91.119301,LA
Mark Twain Air Park,small_airport,39.43889999,-91.11820221,MO
Walters Heliport,closed,42.805801,-91.118202,IA
Monroe Field,small_airport,38.96559906,-91.11810303,MO
Whitehead Ultralightport,small_airport,30.67550087,-91.11430359,LA
Transcontinental Gas Pipeline Corp Heliport,closed,30.462999,-91.113998,LA
Rusk County Memorial Heliport,heliport,45.45439911,-91.11009979,WI
Turkey Bluff Airport,small_airport,43.3730011,-91.10990143,WI
Louisiana State Police Headquarters Heliport,heliport,30.44820023,-91.10600281,LA
Cornell Municipal Airport,small_airport,45.16550064,-91.10569763,WI
La National Guard Heliport,heliport,30.44610023,-91.1053009,LA
Our Lady of the Lake R.M.C. Heliport,heliport,30.40439987,-91.10449982,LA
C.E.F. Airport,small_airport,38.80979919,-91.10350037,MO
Douglas Airport,small_airport,40.57640076,-91.10289764,IL
Arco Morgan City Heliport,heliport,29.64220047,-91.10199738,LA
Bayou Boeuf Seaplane Base,seaplane_base,29.68350029,-91.10009766,LA
Guttenberg Municipal Hospital Heliport,heliport,42.786033,-91.099941,IA
Lake Palourde Base Heliport,heliport,29.69330025,-91.09870148,LA
Gaa Private Airport,small_airport,42.80889893,-91.09819794,IA
Air Logistics/Amelia Base Heliport,heliport,29.66830063,-91.09680176,LA
Rainbow Airport,small_airport,45.80830002,-91.09629822,WI
Baton Rouge General Medical Center Heliport,heliport,30.39489937,-91.09449768,LA
Eagle Field,small_airport,37.23469925,-91.09359741,MO
Mc Crory/Morton Airport,small_airport,35.22790146,-91.09320068,AR
Woman's Hospital Heliport,heliport,30.44659996,-91.09300232,LA
East Field,heliport,30.25130081,-91.08650208,LA
Fawn Lake Airport,small_airport,38.86669922,-91.08609772,MO
Cornucopia Field,small_airport,46.86660004,-91.08350372,WI
Oglesby Farms Inc. Airport,small_airport,33.05009842,-91.08339691,MS
Jenkins Heliport,heliport,30.47159958,-91.07959747,LA
Country Breeze Airport,small_airport,30.70599937,-91.07740021,LA
Potter Airport,small_airport,39.74480057,-91.07489777,IL
Lung Restricted Landing Area,closed,40.461201,-91.073799,IL
Cosmar Styrene Plant Heliport,heliport,30.22249985,-91.07279968,LA
Johnson Farm Airport,small_airport,40.7262001,-91.06990051,IL
Reynolds Field,small_airport,35.189439,-91.068507,AR
Pike County Memorial Hospital Heliport,heliport,39.44139862,-91.06739807,MO
Cane-Air Airport,small_airport,30.05019951,-91.06680298,LA
Annison Private Airport,small_airport,30.70459938,-91.06069946,LA
TGP Station 54 Heliport,closed,33.357201,-91.054701,MS
Unity Healthcare Heliport,heliport,41.43360138,-91.05419922,IA
William Olefins Llc,heliport,30.23880005,-91.05370331,LA
Crosby Municipal Airport,small_airport,31.29599953,-91.05290222,MS
Grand Gulf Heliport,heliport,32.01399994,-91.05210114,MS
Penrose Airport,small_airport,35.18895,-91.050131,AR
Mc Pherson Airport,small_airport,40.33060074,-91.05010223,IL
Sharar Field,small_airport,41.03340149,-91.05010223,IA
Baton Rouge Heliport,heliport,30.36420059,-91.0490036,LA
Maas Airstrip,small_airport,41.28699875,-91.04879761,IL
Go Gulf Heliport,heliport,30.47330093,-91.04769897,LA
Mc Cutcheon Field,small_airport,30.89599991,-91.04589844,LA
Baldwin Airport,small_airport,39.11339951,-91.04180145,MO
Lewis Airport,small_airport,33.01399994,-91.03900146,MS
Triangle J Airport,closed,30.5627,-91.038399,LA
Country Club Airport,small_airport,33.33119965,-91.03700256,MS
Woodland Airstrip,small_airport,38.91199875,-91.03569794,MO
Delta Regional Medical Center Heliport,heliport,33.41070175,-91.03430176,MS
Assumption Comunity Hospital Heliport,heliport,29.95709991,-91.03369904,LA
Troy Airpark,small_airport,39.04999924,-91.03350067,MO
Brooks Ranch Airport,small_airport,40.46670151,-91.03350067,IL
Clark Field,closed,30.6229,-91.032997,LA
La State Police Troop A Heliport,heliport,30.34679985,-91.03130341,LA
Cash field,small_airport,35.800059,-91.030442,AR
Vicksburg Tallulah Regional Airport,small_airport,32.35160065,-91.02770233,LA
Heigle Field,small_airport,32.92010117,-91.02570343,MS
Ritter Field,small_airport,41.3370018,-91.01319885,IL
Baker Airport,small_airport,40.13529968,-91.00959778,IL
Andre Smith Aviation Heliport,heliport,30.361694,-91.007294,LA
Bollinger-Crass Memorial Airport,small_airport,37.00699997,-91.00710297,MO
Prevost Memorial Hospital Heliport,heliport,30.08909988,-91.00229645,LA
Rusk County Airport,small_airport,45.49679947,-91.00050354,WI
Medical Center of Baton Rouge Heliport,heliport,30.44210052,-91.00009918,LA
Five Rivers Medical Center Heliport,heliport,36.289249,-90.996319,AR
Shell Chemical West Site Heliport,heliport,30.182222,-90.996111,LA
Washington Regional Airport,small_airport,38.58760071,-90.9937973,MO
Abide Airpark,small_airport,33.30569839,-90.99040222,MS
West Bolivar Flying Service Airport,small_airport,33.65340042,-90.98899841,MS
Lewis Airport,small_airport,44.30049896,-90.98789978,WI
District 8 Emergency Heliport,heliport,29.68849945,-90.98729706,LA
Mid Delta Regional Airport,medium_airport,33.48289871,-90.98560333,MS
Country Bend Airport,small_airport,30.58939934,-90.98459625,LA
Hess Strip,small_airport,35.26679993,-90.98349762,AR
Shell Chemical East Site Heliport,heliport,30.191944,-90.980833,LA
Gibbons Airport,small_airport,34.515444,-90.973722,AR
Double H Ranch Airport,small_airport,30.22940063,-90.9733963,LA
St Clair Regional Airport,small_airport,38.37590027,-90.97070313,MO
Lawrence Memorial Heliport,heliport,36.07369995,-90.96849823,AR
Piker-Too Airport,closed,31.0118,-90.968201,MS
Huntley Airport,small_airport,33.39870071,-90.96759796,MS
Wade Airport,small_airport,32.98120117,-90.9654007,MS
Cassville Municipal Airport,small_airport,42.70420074,-90.96459961,WI
Ray Johnson Inc Airport,small_airport,37.41619873,-90.96350098,MO
Landing Pad Heliport,heliport,38.98239899,-90.96330261,MO
Don Babin-Private Airport,small_airport,30.27799988,-90.96320343,LA
Greensfield Airport,small_airport,38.90179825,-90.96029663,MO
Pocahontas Municipal Airport,small_airport,36.24549866,-90.9552002,AR
Eifling Farms Airport,small_airport,33.07569885,-90.95339966,MS
Griffin Agricultural Airport,small_airport,34.19810104,-90.95279694,AR
Ahlers Acres Airport,small_airport,38.83200073,-90.95120239,MO
Reality Plantation Airport,small_airport,32.69820023,-90.94650269,MS
Shell Pipe Line Gibson Heliport,heliport,29.62940025,-90.94589996,LA
Woodliff Airpark,small_airport,38.78620148,-90.94239807,MO
Morton Airport,small_airport,40.59090042,-90.94239807,IL
Sandefer's Heliport,heliport,30.56710052,-90.94069672,LA
Louisiana Regional Airport,small_airport,30.172701,-90.940598,LA
Victory Memorial Hospital Heliport,heliport,44.9632988,-90.93379974,WI
Riverview Medical Center Heliport,closed,30.2041,-90.931998,LA
St Elizabeth Hospital,heliport,30.20944405,-90.93083191,LA
Vicksburg Municipal Airport,small_airport,32.23929977,-90.92839813,MS
Walnut Ridge Regional Airport,small_airport,36.124667,-90.925111,AR
Riddle's Roost Airport,small_airport,38.83200073,-90.92510223,MO
Capozzoli Airport,small_airport,30.3503,-90.922203,LA
John F Kennedy Memorial Airport,small_airport,46.54850006,-90.91899872,WI
Harvey Airport,small_airport,39.21279907,-90.91739655,MO
Lewis Air Service Airport,small_airport,33.39179993,-90.91680145,MS
Burns Aerodrome,small_airport,34.98339844,-90.9151001,AR
Aubry Field2,small_airport,34.714668,-90.914616,AR
Sally Wofford Airport,small_airport,35.59030151,-90.91369629,AR
Viroqua Municipal Airport,small_airport,43.57939911,-90.9131012,WI
Evan Airport,small_airport,30.314672,-90.907972,LA
Franklin Field,small_airport,31.42519951,-90.9029007,MS
Galvez-Lake Vfd Heliport,heliport,30.3010006,-90.90149689,LA
K & N Field,small_airport,38.91450119,-90.90010071,MO
Greenwood Plantation Ultralightport,small_airport,29.61079979,-90.89839935,LA
Whitehall Field Ultralightport,small_airport,30.07980537,-90.8932724,LA
Aubry Field,small_airport,34.71968,-90.891562,AR
