name,type,latitude_deg,longitude_deg,state
Frederick Regional Airport,small_airport,34.35200119,-98.98390198,OK
Kimball Municipal Airport,small_airport,43.75830078,-98.97810364,SD
Tin Top Ranch Airport,small_airport,31.48579979,-98.97609711,TX
Bouret Ranch Airport,small_airport,47.8628006,-98.97260284,ND
Cordell Municipal Airport,small_airport,35.29759979,-98.9673996,OK
Smith Field,small_airport,37.97499847,-98.96569824,KS
Cameron Ranch Airport,small_airport,30.18779945,-98.95829773,TX
Miller Municipal Airport,small_airport,44.52519989,-98.95809937,SD
Brownwood Regional Airport,small_airport,31.79360008,-98.95649719,TX
Medina River Ranch Airport,small_airport,29.66160011,-98.95639801,TX
Selle Airport,small_airport,43.071905,-98.954982,SD
Evelyn Sharp Field,small_airport,41.62419891,-98.95240021,NE
Franklin County Memorial Hospital Heliport,heliport,40.09719849,-98.95040131,NE
Baltzell's Las Brisas Heliport,heliport,29.5883007,-98.94609833,TX
Pioneer Village Field,small_airport,40.51490021,-98.94560242,NE
Pruetz Municipal Airport,small_airport,46.28889847,-98.94210052,ND
Devine Municipal Airport,small_airport,29.13839912,-98.94190216,TX
Comfort Airpark,small_airport,29.92910004,-98.94029999,TX
Kulm Municipal Airport,small_airport,46.306764,-98.938833,ND
Zachry Ranch Airport,small_airport,27.07250023,-98.93859863,TX
Santiago Cattle Co. Airport,small_airport,29.972556,-98.934639,TX
Seiling Airport,small_airport,36.15499878,-98.93370056,OK
Clinton Regional Airport,small_airport,35.53829956,-98.93270111,OK
El Caballero Airport,small_airport,28.13240051,-98.93219757,TX
Indian Springs Ranch Airport,small_airport,30.11470032,-98.93109894,TX
Pepper Port Airport,small_airport,43.10580063,-98.93039703,SD
Masterson Heliport,heliport,29.55660057,-98.92949677,TX
Camp Grafton Heliport,heliport,48.0625,-98.9292984,ND
Van Es Ranch Airport,small_airport,27.45529938,-98.92639923,TX
Franklin's Plainview Airport,small_airport,40.12080002,-98.92539978,NE
T-Ranch Airport,small_airport,29.26689911,-98.9253006,TX
Herradura Lodge Airport,small_airport,28.18969917,-98.91699982,TX
Ghost Apache Airport,small_airport,28.14030075,-98.91290283,TX
Carter Ranch STOLport,small_airport,30.32080078,-98.91280365,TX
Flying S Air Ranch Airport,small_airport,31.77949905,-98.90930176,TX
Gillespie County Airport,small_airport,30.2432003,-98.90920258,TX
Devils Lake Regional Airport,small_airport,48.11420059,-98.90879822,ND
Mc Alister Farm Airport,small_airport,34.13059998,-98.90309906,TX
Flying Hare Airport,small_airport,28.36829948,-98.8934021,TX
Stephens County Airport,small_airport,32.71900177,-98.89099884,TX
Morris Ranch Airport,small_airport,28.16970062,-98.88999939,TX
Weiblen Airport,small_airport,29.40019989,-98.88749695,TX
Tschirhart Ranch Airport,small_airport,30.45019913,-98.88619995,TX
Seven C's Ranch Airport,small_airport,27.99690056,-98.88220215,TX
Yates Field,small_airport,31.32159996,-98.86560059,TX
Lytle Airpark,small_airport,29.25333405,-98.8611145,TX
Freedom Springs Ranch Airport,small_airport,29.71409988,-98.86000061,TX
Gould Strip,small_airport,28.12610054,-98.85970306,TX
Great Bend Municipal Airport,small_airport,38.34429932,-98.85919952,KS
Johnson Airstrip,small_airport,46.89860153,-98.85870361,ND
Waynoka Municipal Airport,small_airport,36.56669998,-98.85230255,OK
Castroville Municipal Airport,small_airport,29.34189987,-98.85089874,TX
Moore Field,small_airport,37.78829956,-98.84980011,KS
Rio Grande City Municipal Airport,small_airport,26.42429924,-98.84609985,TX
Platte Community Memorial Hospital Heliport,heliport,43.38439941,-98.83560181,SD
Mc David Ranch Airport,small_airport,30.57769966,-98.83370209,TX
Platte Municipal Airport,small_airport,43.40330124,-98.82949829,SD
Caselman Ranch Airport,small_airport,32.67480087,-98.82620239,TX
Sindt Airport,small_airport,40.29109955,-98.8234024,NE
Olney Municipal Airport,small_airport,33.35089874,-98.81919861,TX
Noble Field,small_airport,41.03279877,-98.81199646,NE
Russell Municipal Airport,medium_airport,38.87210083,-98.8117981,KS
Eastland Municipal Airport,small_airport,32.41350174,-98.80979919,TX
Bullhead Heliport,heliport,30.58349991,-98.80870056,TX
Ranch-Aero Airport,small_airport,29.06139946,-98.8003006,TX
Vaughan Ranch Airport,small_airport,31.5237999,-98.8003006,TX
Drake Farm Airport,small_airport,43.76860046,-98.79869843,SD
San Geronimo Airpark,small_airport,29.51049995,-98.79840088,TX
Smith Center Municipal Airport,small_airport,39.76110077,-98.79340363,KS
Rust Field,small_airport,29.9571991,-98.79060364,TX
Button Airport,small_airport,38.38330078,-98.75039673,KS
Jennings Ranch Airport,small_airport,34.88339996,-98.75029755,OK
Flying D Airport,small_airport,30.6371994,-98.74829865,TX
Forest Airport,small_airport,48.85219955,-98.74819946,ND
Pratt Regional Airport,small_airport,37.70159912,-98.74690247,KS
B. J. Mc Combs Sisterdale Airport,small_airport,29.97599983,-98.74359894,TX
Grandfield Municipal Airport,small_airport,34.23759842,-98.74199677,OK
John Henry Key Airport,small_airport,29.85969925,-98.74140167,TX
Ferrell Ranch Airport,small_airport,34.92900085,-98.7397995,OK
Jim Hogg County Airport,small_airport,27.34959984,-98.73699951,TX
Edgeley Municipal Airport,small_airport,46.34859848,-98.73560333,ND
Hamilton Ranch Airport,small_airport,27.55310059,-98.73220062,TX
Grier Airport,small_airport,29.87269974,-98.73220062,TX
Thomas Municipal Airport,small_airport,35.7344017,-98.73020172,OK
X1 Ranch Airport,small_airport,41.79059982,-98.72979736,NE
El Tesoro Ranch Airport,small_airport,28.662641,-98.723095,TX
Viejo Ranch Ultralightport,small_airport,29.60580063,-98.72170258,TX
Duval County Ranch Co Airport,small_airport,27.83359909,-98.71700287,TX
San Saba County Municipal Airport,small_airport,31.23520088,-98.71700287,TX
J. R. Heliport,heliport,47.38610077,-98.71700287,ND
Smoky Bend Airport,small_airport,31.47520065,-98.71140289,TX
Tarry Bank Airport,closed,29.691602,-98.707498,TX
Headwaters Airport,small_airport,30.098869,-98.704617,TX
Douglass Ranch Airport,small_airport,27.71549988,-98.70249939,TX
Diamond K Ranch Airport,closed,30.0366,-98.697502,TX
Christus Santa Rosa Westover Hills Heliport,heliport,29.467222,-98.695556,TX
Boerne Stage Field,small_airport,29.72389984,-98.69460297,TX
M Heart Ranch Airport,small_airport,46.57160187,-98.68840027,ND
The O'Neill Municipal John L Baker Field,small_airport,42.46989822,-98.68810272,NE
Rs Ag-Land Airport,small_airport,40.35580063,-98.68309784,NE
Ranger Municipal Airport,small_airport,32.45259857,-98.68280029,TX
Chattanooga Sky Harbor Airport,small_airport,34.36869812,-98.68209839,OK
Osborne Municipal Airport,small_airport,39.42919922,-98.67949677,KS
Jamestown Regional Airport,medium_airport,46.92969894,-98.67819977,ND
Sunny V Ranch Airport,small_airport,29.9323694,-98.6771167,TX
Star Smith Field,small_airport,29.29800034,-98.67669678,TX
Alva Regional Airport,small_airport,36.77320099,-98.66989899,OK
Barronena Ranch Airport,small_airport,27.49110031,-98.66950226,TX
Thomas P Stafford Airport,small_airport,35.5447998,-98.66850281,OK
Gorman Airport,small_airport,32.20429993,-98.66560364,TX
Overmiller Airport,small_airport,39.91199875,-98.66560364,KS
Carlisle Airport,small_airport,31.67919922,-98.66359711,TX
Llano Municipal Airport,small_airport,30.78370094,-98.66200256,TX
Barronena East Airport,small_airport,27.48500061,-98.66200256,TX
H Young Ranch Airport,small_airport,30.39189911,-98.66139984,TX
Standard Industries Airport,closed,29.341299,-98.659697,TX
Woodlake Airport,small_airport,36.83520126,-98.65769958,OK
Burg Lake Aero Airport,small_airport,30.2323611,-98.6549722,TX
Stafford Municipal Airport,small_airport,37.95830154,-98.65039825,KS
Elm Creek Farms Airport,small_airport,37.40930176,-98.6493988,KS
Lucky G Airport,small_airport,33.8526001,-98.64620209,TX
Cactus Hill Airport,small_airport,33.873053,-98.645906,TX
St Luke's Mrmc Heliport,heliport,45.4618988,-98.64320374,SD
Sony Microelectronics Helistop,heliport,29.44470024,-98.63999939,TX
Logsdon Ranch Airport,small_airport,36.5306015,-98.63670349,OK
Lawrence Airport,small_airport,35.29449844,-98.6364975,OK
Liechty Farm Airport,small_airport,46.6629982,-98.63040161,ND
Nelson Airport,small_airport,41.08110046,-98.62950134,NE
Rosser Ranch Airport,small_airport,33.01539993,-98.62529755,TX
Wilford Hall Medical Center Heliport,closed,29.397377,-98.624175,TX
LBJ Ranch Airport,small_airport,30.25180054,-98.62249756,TX
Grandpa's Farm Airport,small_airport,37.66559982,-98.61979675,KS
Archer City Municipal Airport,small_airport,33.58229828,-98.61869812,TX
Wichita Valley Airport,small_airport,33.9477005,-98.61669922,TX
South Farm Airport,small_airport,35.499138,-98.615916,OK
Edwards Airport,small_airport,31.34289932,-98.61560059,TX
Comanche Hospital Heliport,heliport,31.89629936,-98.60540009,TX
O S Wyatt Airport,small_airport,27.42169952,-98.60449982,TX
Puesta del Sol Airport,small_airport,27.07559967,-98.60169983,TX
Comanche County City Airport,small_airport,31.91679955,-98.60030365,TX
Duval Freer Airport,small_airport,27.88360023,-98.60030365,TX
Carnegie Municipal Hospital Heliport,heliport,35.11669922,-98.60030365,OK
Huscher Field,small_airport,34.61949921,-98.59559631,OK
Ellinwood Municipal Airport,small_airport,38.37329865,-98.5951004,KS
Cook Canyon Ranch Airport,small_airport,32.431734,-98.594762,TX
Redstone Ranch Airport,small_airport,30.25020027,-98.59470367,TX
Santa Rosa Northwest Hospital Heliport,heliport,29.51110077,-98.58860016,TX
Entz Arts Airport,small_airport,35.449911,-98.586213,OK
Griffith Field,small_airport,39.507833,-98.586167,KS
Lackland Air Force Base,medium_airport,29.38419914,-98.58110046,TX
Medical Center Hospital Heliport,heliport,29.50799942,-98.57920074,TX
University Health System Heliport,heliport,29.50769997,-98.57839966,TX
Camp Bullis Heliport,heliport,29.64189911,-98.57810211,TX
Grosser Airport,small_airport,29.77519989,-98.57810211,TX
Carnegie Municipal Airport,small_airport,35.12360001,-98.57520294,OK
Tom Danaher Airport,small_airport,33.82820129,-98.5727005,TX
Lasley Private Airport,small_airport,35.35950089,-98.57119751,OK
Maurice Dauwe Farm Airport,small_airport,29.00020027,-98.57109833,TX
Methodist Hospital Heliport,heliport,29.51000023,-98.57060242,TX
Hye Airport,small_airport,30.2517111,-98.562438,TX
Aknux Airport,small_airport,40.70949936,-98.56009674,NE
Diamond O Ranch Airport,small_airport,26.71699905,-98.55860138,TX
Graham Municipal Airport,small_airport,33.11019897,-98.55529785,TX
Arrowhead Ranch Airport,small_airport,28.24609947,-98.55280304,TX
Cannon Field,small_airport,29.21610069,-98.54949951,TX
Heart Hospital of San Antonio Heliport,heliport,29.4939003,-98.54789734,TX
Hornady Ranch Airport,small_airport,33.47790146,-98.54759979,TX
Medicine Lodge Airport,small_airport,37.26250076,-98.54620361,KS
Greeley Municipal Airport,small_airport,41.55830002,-98.54620361,NE
Southwest General Hospital Heliport,heliport,29.351903,-98.545017,TX
Mound Valley Farm Airport,small_airport,35.415877,-98.542486,OK
Red Cloud Municipal Airport,small_airport,40.08470154,-98.54060364,NE
Lake Andes Municipal Airport,small_airport,43.14799881,-98.54039764,SD
Entz Home Airport,small_airport,35.50288,-98.5375167,OK
Camp Bullis Als (Cals) Airport,small_airport,29.74469948,-98.53720093,TX
Front Yard Landing Area Heliport,heliport,32.90000153,-98.53330231,TX
Wessington Springs Airport,small_airport,44.06100082,-98.53089905,SD
Redfield Municipal Airport,small_airport,44.86249924,-98.52950287,SD
Kennedy Ranch Airport,small_airport,30.13759995,-98.52539825,TX
Flying H Ranch Airport,small_airport,30.67740059,-98.52529907,TX
De Leon Municipal Airport,small_airport,32.09880066,-98.52529907,TX
Lucas Airport,small_airport,39.06200027,-98.52529907,KS
South Texas Regional Hospital Heliport,heliport,28.93330002,-98.52449799,TX
H B Zachry Heliport,heliport,29.35110092,-98.52359772,TX
Entz Oliver Airport,small_airport,35.522072,-98.523183,OK
Mckinley Ranch Airport,small_airport,35.61949921,-98.52259827,OK
Community Memorial Hospital Heliport,heliport,44.87120056,-98.52120209,SD
Pleasanton Municipal Airport,small_airport,28.95420074,-98.51999664,TX
Carlin Lawrence Airport,closed,35.122299,-98.519798,OK
Landgren Ranch Airport,small_airport,41.97499847,-98.51589966,NE
Ellendale Municipal Airport,small_airport,46.01250076,-98.51290131,ND
Shute Airport,small_airport,39.98450089,-98.51029968,KS
Mutschler Field,small_airport,47.05580139,-98.50700378,ND
Puesta Del Sol Airport,closed,26.881331,-98.504885,TX
Stewart Farms Airport,closed,36.500599,-98.501999,OK
Vandersnick Airport,small_airport,42.1556015,-98.50039673,NE
Horizon Airport,small_airport,29.28359985,-98.50029755,TX
Santa Rosa Helistop,heliport,29.42690086,-98.49970245,TX
4-Shipp Airport,small_airport,34.03775,-98.496,TX
Kiowa Airport,small_airport,37.01530075,-98.49590302,KS
North Central Baptist Hospital Heliport,heliport,29.61968333,-98.492825,TX
Baptist Medical Center Heliport,heliport,29.43300056,-98.49220276,TX
G W Heliport,heliport,29.55330086,-98.49199677,TX
Sheppard Air Force Base-Wichita Falls Municipal Airport,large_airport,33.9888,-98.491898,TX
Kickapoo Downtown Airport,small_airport,33.85779953,-98.49040222,TX
Rob Airport,small_airport,33.23080063,-98.48970032,TX
West Ranch Airport,small_airport,30.45439911,-98.48919678,TX
Breckheimer Airport,small_airport,47.73329926,-98.48870087,ND
Smith Flying Service Airport,small_airport,32.1086998,-98.48799896,TX
Smith Airpark,small_airport,35.468522,-98.486925,OK
Wilson Airport,small_airport,38.83810043,-98.48560333,KS
Del Rio Heliport,heliport,29.42250061,-98.48390198,TX
King Airport,small_airport,35.30009842,-98.48370361,OK
Neuwirth Airstrip,small_airport,34.57619858,-98.48300171,OK
Double U Ranch Airport,small_airport,29.92239952,-98.48090363,TX
San Rafael Ranch Airport,small_airport,26.81520081,-98.47930145,TX
Sportsman's World Airport,small_airport,32.82120132,-98.47869873,TX
Thorson Airfield,small_airport,45.3716011,-98.47869873,SD
Kingsland Estates Airport,small_airport,30.65439987,-98.47859955,TX
Triple R Airport,small_airport,29.24939919,-98.47609711,TX
Fairview Municipal Airport,small_airport,36.2901001,-98.47579956,OK
Keller Ranch Airport,small_airport,30.23049927,-98.47530365,TX
Stinson Municipal Airport,medium_airport,29.33699989,-98.47109985,TX
San Antonio International Airport,large_airport,29.53370094,-98.46980286,TX
Rio Medina Airport,small_airport,29.26689911,-98.46700287,TX
Lometa Air Strip,small_airport,31.23349953,-98.46700287,TX
Bethel Field,small_airport,35.518193,-98.466788,OK
Dauenhauer Field Airport,small_airport,29.09939957,-98.46559906,TX
Twin-Oaks Airport,small_airport,29.57299995,-98.46309662,TX
Saber Heliport,heliport,29.831536,-98.462468,TX
Tatum Ranch Airport,small_airport,30.1140995,-98.46140289,TX
Costello Island/ Inc Airport,small_airport,32.89870071,-98.46009827,TX
A W Ranch Airport,small_airport,29.25860023,-98.45839691,TX
Ringneck Ranch Airport,small_airport,39.300435,-98.45835,KS
Walts Aerial Service Airport,small_airport,41.24860001,-98.4559021,NE
Yates Airport,small_airport,29.62109947,-98.45580292,TX
Tips Jewels Heliport,heliport,29.65609932,-98.45529938,TX
Farney Field Airport,small_airport,37.01069,-98.454528,KS
Livingston Airport,small_airport,43.59109879,-98.45200348,SD
Ricker Ranch Airport,small_airport,35.475144,-98.451627,OK
Bulverde Airpark,small_airport,29.7390995,-98.45110321,TX
Department of Public Safety Heliport,heliport,29.36129951,-98.44920349,TX
Ten Oaks Airport,small_airport,29.10020065,-98.44860077,TX
Possum Kingdom Airport,small_airport,32.9231987,-98.43640137,TX
Comanche County Memorial Hospital Heliport,heliport,34.61009979,-98.43540192,OK
Quahadi Ranch Airport,small_airport,32.17779922,-98.43499756,TX
Bamberger Ranch Airport,small_airport,30.21689987,-98.43360138,TX
Canadian River Corrientes Airport,small_airport,35.539377,-98.430188,OK
Hastings Municipal Airport,small_airport,40.6053009,-98.42790222,NE
Danz Ranch Airport,small_airport,30.28019905,-98.42639923,TX
Woolf Brothers Airport,small_airport,42.82500076,-98.42539978,NE
Kestrel Airpark,small_airport,29.81270027,-98.4253006,TX
Cross Triangle Ranch Airport,small_airport,30.01049995,-98.4253006,TX
Birchfield Ranch Airport,small_airport,31.26609993,-98.42389679,TX
Aberdeen Regional Airport,medium_airport,45.44910049,-98.42179871,SD
Watonga Regional Airport,small_airport,35.86470032,-98.42079926,OK
Moore Ranch Airport,small_airport,32.42670059,-98.41970062,TX
Red Berry Heliport,heliport,29.43470001,-98.4178009,TX
Charles L Kelly Army Heliport,heliport,29.46689987,-98.41699982,TX
Shirley Williams Airport,small_airport,30.68350029,-98.41699982,TX
Aero-Bee Ranch Airstrip,small_airport,30.87929916,-98.41699982,TX
Lawton Fort Sill Regional Airport,medium_airport,34.56769943,-98.41660309,OK
Yoakum Airport,small_airport,31.85569954,-98.41419983,TX
Rowco/ Inc Heliport,heliport,29.54660034,-98.41059875,TX
Rocky Top Ranch Airport,small_airport,30.13010025,-98.40910339,TX
Sunrise Beach Airport,small_airport,30.59880066,-98.40859985,TX
Moore Airpark,small_airport,26.21249962,-98.40805817,TX
Walters Municipal Airport,small_airport,34.37260056,-98.40589905,OK
Holyrood Municipal Airport,small_airport,38.58750153,-98.40480042,KS
Roberts Air Field,small_airport,37.97750092,-98.40419769,KS
Temple Ranch Airport,small_airport,27.957444,-98.403889,TX
Dean Ranch Airport,small_airport,29.89859962,-98.40309906,TX
Henry Post Army Air Field (Fort Sill),medium_airport,34.64979935,-98.40219879,OK
Putz Airport,small_airport,26.20619965,-98.40110016,TX
Vonada Airport,small_airport,39.11669922,-98.40029907,KS
Corsica Municipal Airport,small_airport,43.43439865,-98.39759827,SD
Robertson Field,small_airport,48.75299835,-98.39330292,ND
Larson Airport,small_airport,46.25889969,-98.38790131,ND
Mary Lanning Memorial Hospital Heliport,heliport,40.59140015,-98.38749695,NE
Thurber Lake Airport,small_airport,32.50009918,-98.38369751,TX
Cts Stacy Airport,small_airport,30.13349915,-98.38359833,TX
Russell Paradise Airport,small_airport,29.22520065,-98.38359833,TX
74 Ranch Airport,small_airport,28.68490028,-98.38279724,TX
Waldie Farms Airport,small_airport,46.54330063,-98.38230133,ND
Harmony Field,small_airport,29.29610062,-98.37950134,TX
Flying J Airport,small_airport,29.73719978,-98.37889862,TX
Camp Longhorn Airport,small_airport,30.74130058,-98.37860107,TX
Martindale Army Heliport,heliport,29.43129921,-98.37779999,TX
Moursund Ranch Airport,small_airport,30.37800026,-98.37609863,TX
Blanco Landing Airport,small_airport,30.122467,-98.374783,TX
St Francis Medical Center Heliport,heliport,40.92499924,-98.37259674,NE
Dearing Ranch Airport,small_airport,32.44599915,-98.37120056,TX
Palmview Police Department,heliport,26.23945236,-98.37071991,TX
Granite Shoals Municipal Airport,small_airport,30.58939934,-98.37030029,TX
Cross-B Airport,small_airport,29.320969,-98.370294,TX
Ray Farm Airport,small_airport,29.12109947,-98.36560059,TX
Pippen-York Ranch Airport,small_airport,30.09129906,-98.36470032,TX
Holler Heliport,heliport,29.813333,-98.363333,TX
Paisano Ranch Airport,small_airport,28.39690018,-98.3628006,TX
Rose Port Inc Airport,small_airport,39.636395,-98.359802,KS
Horseshoe Bay Resort Airpark,small_airport,30.52709961,-98.35870361,TX
Cherokee Municipal Airport,small_airport,36.7879982,-98.35849762,OK
Schutte Airport,small_airport,40.19469833,-98.35199738,NE
Hill Top Private Airport,small_airport,34.53340149,-98.35030365,OK
Lebegue Lsa Landing,small_airport,29.230278,-98.35,TX
Arrow 'S' Ranch Airport,small_airport,28.78359985,-98.34999847,TX
Rancho Deluxe Airport,small_airport,31.936408,-98.3456028,TX
Hinton Municipal Airport,small_airport,35.50590134,-98.3423996,OK
Ely Airport,small_airport,40.0945015,-98.34169769,NE
Midlake Airport,small_airport,29.2682991,-98.33699799,TX
Jerry-Wright Airfield,small_airport,34.51670074,-98.33370209,OK
Moore Field,small_airport,26.38369942,-98.33360291,TX
Tj-Cj Private Heliport,heliport,29.46080017,-98.33059692,TX
Djs Airport,small_airport,34.51819992,-98.32559967,OK
Dublin Municipal Airport,small_airport,32.06819916,-98.32530212,TX
Lakota Municipal Airport,small_airport,48.02939987,-98.32530212,ND
Ed Shadle Airport,small_airport,32.3042984,-98.32530212,TX
McCasland Ranch Airport,small_airport,31.448333,-98.321111,TX
4-G Ranch Airport,small_airport,27.38360023,-98.30999756,TX
Central Nebraska Regional Airport,medium_airport,40.96749878,-98.30960083,NE
Mc Kay Airport,small_airport,41.72219849,-98.30899811,NE
Christman Airfield,small_airport,36.112499,-98.308701,OK
Bat Cave Field,small_airport,29.6718998,-98.30449677,TX
Munsterman Airport,small_airport,40.45420074,-98.30449677,NE
Harris Ranch Airport,small_airport,30.21969986,-98.30259705,TX
Glaser Airport,small_airport,41.68719864,-98.30259705,NE
Slaughter Ranch Airport,small_airport,30.61269951,-98.29750061,TX
Wagner Municipal Airport,small_airport,43.06330109,-98.29620361,SD
Flamingo Airfield,small_airport,33.09930038,-98.28949738,TX
Lamle Airport,small_airport,36.06829834,-98.28919983,OK
Byram Ranch Airport,small_airport,30.22410011,-98.28859711,TX
Boening Brothers Airport,small_airport,29.0272007,-98.28669739,TX
Adkins Heliport,heliport,29.41769981,-98.28620148,TX
La Moure Rott Municipal Airport,small_airport,46.34659958,-98.28369904,ND
Herbert Ranch Airport,small_airport,30.48130035,-98.28109741,TX
Randolph Air Force Base,large_airport,29.52969933,-98.27890015,TX
Kitty Hawk Flying Field,small_airport,29.62520027,-98.27809906,TX
John B Connally Ranch Airport,small_airport,29.13579941,-98.27639771,TX
Winter Airfield,small_airport,44.31579971,-98.27330017,SD
Elgin's Stony Field Airport,small_airport,34.778494,-98.273123,OK
Bear Creek Ranch Airport,small_airport,29.80859947,-98.27249908,TX
Gross Private Airport,small_airport,26.25919914,-98.27159882,TX
Jones Farm Field,small_airport,34.399167,-98.266389,OK
Nicolaisen Airport,small_airport,43.68330002,-98.26529694,SD
Anadarko Municipal Airport,small_airport,35.05220032,-98.26429749,OK
Harley White Field,small_airport,31.86129951,-98.2594986,TX
Kimzey Airport,small_airport,32.44869995,-98.25499725,TX
Rick's Hilltop Heliport,heliport,30.75860023,-98.248703,TX
Canyon Lake Airport,small_airport,29.91580009,-98.24749756,TX
Temple Airport Inc Airport,small_airport,34.25680161,-98.24120331,OK
Burnet Municipal Kate Craddock Field,small_airport,30.73889923,-98.23860168,TX
Mc Allen Miller International Airport,medium_airport,26.17580032,-98.23860168,TX
Deer Pasture Airport,small_airport,30.92630005,-98.23639679,TX
Mc Creless Farm Airport,small_airport,29.37109947,-98.23169708,TX
One Sixty Four Place Airport,small_airport,33.11959839,-98.23059845,TX
Ellsworth Municipal Airport,small_airport,38.75040054,-98.22930145,KS
Huron Regional Airport,medium_airport,44.3852005,-98.22850037,SD
Pierce Airport,small_airport,33.81539917,-98.22810364,TX
Sullivan Airstrip,small_airport,41.23889923,-98.22810364,NE
Lyons-Rice County Municipal Airport,small_airport,38.34280014,-98.22689819,KS
Dick Airport,closed,37.4478,-98.225304,KS
Rancho Del Lago Heliport,heliport,29.95190048,-98.22450256,TX
Postoak Airport,small_airport,31.301419,-98.224372,TX
El Coyote Ranch Airport,small_airport,26.85840034,-98.22200012,TX
Mankato Airport,small_airport,39.80279922,-98.22119904,KS
Beefmaster's Best Airport,small_airport,28.39559937,-98.22080231,TX
Henrietta Airport,small_airport,33.78340149,-98.21700287,TX
Circle P Ranch Airport,small_airport,29.10269928,-98.21669769,TX
Wall Flying Service Airport,small_airport,29.01799965,-98.20670319,TX
Cage Ranch Airport,small_airport,27.10589981,-98.20580292,TX
Fox Airport,small_airport,29.66769981,-98.19889832,TX
Lampasas Airport,small_airport,31.10619926,-98.19589996,TX
Flyin Armadillo Airport,small_airport,33.42169952,-98.19059753,TX
Mc Ville Municipal Airport,small_airport,47.78310013,-98.18650055,ND
Cleveland Airport,small_airport,29.30019951,-98.18360138,TX
Weeks Airport,small_airport,27.36090088,-98.17949677,TX
Decker Field,small_airport,36.37210083,-98.17839813,OK
Stephenville Clark Regional Airport,small_airport,32.21530151,-98.17769623,TX
Flying X River Ranch Airport,small_airport,30.51689911,-98.17420197,TX
Keyes Ranch Airport,small_airport,30.2894001,-98.17389679,TX
H M Ranch Airport,small_airport,29.59880066,-98.1710968,TX
Bryn Airport,small_airport,47.19110107,-98.16899872,ND
Lincoln Municipal Airport,small_airport,39.05810165,-98.16699982,KS
Schaller Airport,small_airport,45.25,-98.16699982,SD
Garnett Ranch Airport,small_airport,30.09600067,-98.16280365,TX
Fall Creek Air Ranch STOLport,small_airport,30.4185009,-98.16280365,TX
Rossler Ranch Airport,small_airport,28.14310074,-98.15830231,TX
Zuehl Airport,small_airport,29.49550056,-98.15779877,TX
Norman & White Airport,small_airport,26.36149979,-98.15249634,TX
Hamilton Municipal Airport,small_airport,31.66589928,-98.14859772,TX
Matthews Ranch Airport,small_airport,32.64989853,-98.14730072,TX
Lakeside Beach Airport,small_airport,30.50099945,-98.14700317,TX
Mc Coy Bldg Sup 16 Heliport,heliport,29.69470024,-98.14689636,TX
Deiterich Ranch Airport,small_airport,30.75329971,-98.146698,TX
Jacksboro Municipal Airport,small_airport,33.22869873,-98.146698,TX
Palo Pinto General Hospital Heliport,heliport,32.798819,-98.146192,TX
Seeligson Ranch Airport,small_airport,27.40449905,-98.1446991,TX
Bleakley Ranch Airport,small_airport,30.22520065,-98.14199829,TX
Hilltop Ranch Airport,small_airport,29.65859985,-98.13780212,TX
Tgp 409 Heliport,heliport,26.41670036,-98.13700104,TX
Idle Airpark,small_airport,29.47520065,-98.13580322,TX
Mid-Valley Dusters Inc Airport,small_airport,26.15309906,-98.13500214,TX
J F Ranch Airport,small_airport,32.0223999,-98.13369751,TX
Cibolo Sea-Willo Airpark,small_airport,29.42910004,-98.13169861,TX
Moritz Memorial Airport,small_airport,39.47119904,-98.12879944,KS
Flying U Airport,small_airport,32.83349991,-98.12529755,TX
Dennys Playground Airport,small_airport,42.304856,-98.124898,NE
Mckenna Memorial Hospital Heliport,heliport,29.71640015,-98.12419891,TX
Kingman Airport Clyde Cessna Field,small_airport,37.66899872,-98.12390137,KS
Kegelman AF Aux Field,small_airport,36.7439003,-98.12310028,OK
South Texas International At Edinburg Airport,small_airport,26.44169998,-98.12220001,TX
Brooks County Airport,small_airport,27.20680046,-98.12120056,TX
Spicewood Airport,small_airport,30.47800064,-98.12110138,TX
Marone Airport,small_airport,44.26580048,-98.12039948,SD
Gary's Airport,small_airport,29.5862999,-98.11969757,TX
Winn Ranch Airport,small_airport,29.96689987,-98.11699677,TX
Alexander Ranch Airport,small_airport,30.27190018,-98.11699677,TX
Live Oak County Airport,small_airport,28.3628006,-98.11650085,TX
Gillingham Airport,small_airport,29.13909912,-98.11329651,TX
Heritage Airfield,small_airport,29.44440079,-98.1128006,TX
Flattop Ridge Airport,small_airport,30.82290077,-98.11090088,TX
Ohho Airport,small_airport,30.27000046,-98.10829926,TX
Mj Aviation I Airport,small_airport,43.89970016,-98.10769653,SD
Ratliff Airport,small_airport,32.26399994,-98.1072998,TX
Cooperstown Municipal Airport,small_airport,47.42279816,-98.10590363,ND
Saint's Strip Ultralightport,small_airport,29.55249977,-98.10310364,TX
Rush Field,closed,38.577801,-98.100304,KS
Muxworthy Airport,small_airport,31.69849968,-98.0963974,TX
Groton Municipal Airport,small_airport,45.53440094,-98.0951004,SD
Cig 402 Heliport,heliport,27.25670052,-98.09420013,TX
Flying R Ranch Airport,small_airport,29.79940033,-98.08499908,TX
Koinzan Airport,small_airport,41.98329926,-98.08370209,NE
Griffin Airport,small_airport,30.82139969,-98.08059692,TX
Oakes Municipal Airport,small_airport,46.17300034,-98.07990265,ND
Harvard State Airport,small_airport,40.65140152,-98.07980347,NE
