State,Start_Year,Stop_Year,Total_Resident_Population,Resident_Population_Density
FL,1950,2000,8863156.0,165.28333333333333
FL,1950,2010,10282892.0,191.7571428571429
FL,1950,2020,11689804.0,217.96250000000003
FL,1960,1960,4951560.0,92.3
FL,1960,1970,5870502.0,109.44999999999999
FL,1960,1980,7162442.0,133.56666666666666
FL,1960,1990,8606313.0,160.5
FL,1960,2000,10081526.0,188.0
FL,1960,2010,11534824.0,215.1
FL,1960,2020,12963875.0,241.71428571428572
FL,1970,1970,6789443.0,126.6
FL,1970,1980,8267884.0,154.2
FL,1970,1990,9824564.0,183.23333333333335
FL,1970,2000,11364018.0,211.925
FL,1970,2010,12851476.0,239.66000000000003
FL,1970,2020,14299261.0,266.61666666666673
FL,1980,1980,9746324.0,181.8
FL,1980,1990,11342125.0,211.55
FL,1980,2000,12888876.0,240.36666666666667
FL,1980,2010,14366984.0,267.925
FL,1980,2020,15801225.0,294.62
FL,1990,1990,12937926.0,241.3
FL,1990,2000,14460152.0,269.65
FL,1990,2010,15907205.0,296.6333333333333
FL,1990,2020,17314950.0,322.825
FL,2000,2000,15982378.0,298.0
FL,2000,2010,17391844.0,324.3
FL,2000,2020,18773958.0,350.0
FL,2010,2010,18801310.0,350.6
FL,2010,2020,20169748.0,376.0
FL,2020,2020,21538187.0,401.4
GA,1910,1910,2609121.0,45.4
GA,1910,1920,2752476.0,47.9
GA,1910,1930,2804486.0,48.800000000000004
GA,1910,1940,2884296.0,50.175
GA,1910,1950,2996352.0,52.11999999999999
GA,1910,1960,3154146.0,54.86666666666665
GA,1910,1970,3359207.0,58.42857142857142
GA,1910,1980,3622194.0,62.99999999999999
GA,1910,1990,3939530.0,68.5111111111111
GA,1910,2000,4364222.0,75.88999999999999
GA,1910,2010,4848171.0,84.29999999999998
GA,1910,2020,5336816.0,92.74166666666666
GA,1920,1920,2895832.0,50.4
GA,1920,1930,2902169.0,50.5
GA,1920,1940,2976020.0,51.76666666666667
GA,1920,1950,3093160.0,53.800000000000004
GA,1920,1960,3263151.0,56.760000000000005
GA,1920,1970,3484222.0,60.6
GA,1920,1980,3766919.0,65.51428571428572
GA,1920,1990,4105831.0,71.4
GA,1920,2000,4559234.0,79.27777777777777
GA,1920,2010,5072076.0,88.19
GA,1920,2020,5584788.0,97.04545454545455
GA,1930,1930,2908506.0,50.6
GA,1930,1940,3016114.0,52.45
GA,1930,1950,3158936.0,54.93333333333334
GA,1930,1960,3354981.0,58.35
GA,1930,1970,3601900.0,62.64
GA,1930,1980,3912100.0,68.03333333333333
GA,1930,1990,4278688.0,74.39999999999999
GA,1930,2000,4767159.0,82.88749999999999
GA,1930,2010,5313881.0,92.38888888888887
GA,1930,2020,5853683.0,101.71
GA,1940,1940,3123723.0,54.3
GA,1940,1950,3284150.0,57.099999999999994
GA,1940,1960,3503806.0,60.93333333333333
GA,1940,1970,3775248.0,65.64999999999999
GA,1940,1980,4112819.0,71.52
GA,1940,1990,4507052.0,78.36666666666666
GA,1940,2000,5032681.0,87.5
GA,1940,2010,5614552.0,97.6125
GA,1940,2020,6180925.0,107.38888888888889
GA,1950,1950,3444578.0,59.9
GA,1950,1960,3693847.0,64.25
GA,1950,1970,3992423.0,69.43333333333334
GA,1950,1980,4360094.0,75.825
GA,1950,1990,4783718.0,83.17999999999999
GA,1950,2000,5350840.0,93.03333333333335
GA,1950,2010,5970385.0,103.8
GA,1950,2020,6563076.0,114.025
GA,1960,1960,3943116.0,68.6
GA,1960,1970,4266346.0,74.19999999999999
GA,1960,1980,4665265.0,81.13333333333333
GA,1960,1990,5118503.0,89.0
GA,1960,2000,5732093.0,99.66
GA,1960,2010,6391353.0,111.11666666666667
GA,1960,2020,7008575.0,121.75714285714287
GA,1970,1970,4589575.0,79.8
GA,1970,1980,5026340.0,87.4
GA,1970,1990,5510299.0,95.8
GA,1970,2000,6179337.0,107.425
GA,1970,2010,6881000.0,119.62
GA,1970,2020,7519485.0,130.61666666666667
GA,1980,1980,5463105.0,95.0
GA,1980,1990,5970660.0,103.8
GA,1980,2000,6709258.0,116.63333333333333
GA,1980,2010,7453857.0,129.575
GA,1980,2020,8105467.0,140.78
GA,1990,1990,6478216.0,112.6
GA,1990,2000,7332334.0,127.45
GA,1990,2010,8117441.0,141.1
GA,1990,2020,8766058.0,152.225
GA,2000,2000,8186453.0,142.3
GA,2000,2010,8937053.0,155.35000000000002
GA,2000,2020,9528671.0,165.43333333333337
GA,2010,2010,9687653.0,168.4
GA,2010,2020,10199780.0,177.0
GA,2020,2020,10711908.0,185.6
HI,1910,1910,191909.0,29.9
HI,1910,1920,223910.0,34.849999999999994
HI,1910,1930,272052.0,42.33333333333333
HI,1910,1940,309872.0,48.224999999999994
HI,1910,1950,347856.0,54.14
HI,1910,1960,395342.0,61.53333333333333
HI,1910,1970,448659.0,69.84285714285714
HI,1910,1980,513163.0,79.88749999999999
HI,1910,1990,579282.0,90.18888888888888
HI,1910,2000,642507.0,100.03
HI,1910,2010,707761.0,110.19090909090909
HI,1910,2020,770054.0,119.89166666666665
HI,1920,1920,255912.0,39.8
HI,1920,1930,312124.0,48.55
HI,1920,1940,349193.0,54.333333333333336
HI,1920,1950,386843.0,60.2
HI,1920,1960,436029.0,67.86
HI,1920,1970,491451.0,76.5
HI,1920,1980,559057.0,87.02857142857144
HI,1920,1990,627703.0,97.72500000000001
HI,1920,2000,692574.0,107.82222222222224
HI,1920,2010,759346.0,118.22
HI,1920,2020,822612.0,128.07272727272726
HI,1930,1930,368336.0,57.3
HI,1930,1940,395833.0,61.6
HI,1930,1950,430487.0,67.0
HI,1930,1960,481058.0,74.875
HI,1930,1970,538559.0,83.84
HI,1930,1980,609581.0,94.89999999999999
HI,1930,1990,680816.0,106.0
HI,1930,2000,747156.0,116.325
HI,1930,2010,815283.0,126.93333333333334
HI,1930,2020,879282.0,136.9
HI,1940,1940,423330.0,65.9
HI,1940,1950,461562.0,71.85
HI,1940,1960,518632.0,80.73333333333333
HI,1940,1970,581114.0,90.475
HI,1940,1980,657830.0,102.41999999999999
HI,1940,1990,732896.0,114.11666666666666
HI,1940,2000,801273.0,124.75714285714285
HI,1940,2010,871152.0,135.6375
HI,1940,2020,936054.0,145.7444444444444
HI,1950,1950,499794.0,77.8
HI,1950,1960,566283.0,88.15
HI,1950,1970,633709.0,98.66666666666667
HI,1950,1980,716454.0,111.55
HI,1950,1990,794809.0,123.75999999999999
HI,1950,2000,864264.0,134.56666666666666
HI,1950,2010,935126.0,145.6
HI,1950,2020,1000144.0,155.725
HI,1960,1960,632772.0,98.5
HI,1960,1970,700666.0,109.1
HI,1960,1980,788675.0,122.8
HI,1960,1990,868563.0,135.25
HI,1960,2000,937158.0,145.92000000000002
HI,1960,2010,1007682.0,156.9
HI,1960,2020,1071623.0,166.85714285714286
HI,1970,1970,768561.0,119.7
HI,1970,1980,866626.0,134.95
HI,1970,1990,947160.0,147.5
HI,1970,2000,1013254.0,157.775
HI,1970,2010,1082664.0,168.58
HI,1970,2020,1144765.0,178.25
HI,1980,1980,964691.0,150.2
HI,1980,1990,1036460.0,161.39999999999998
HI,1980,2000,1094819.0,170.46666666666667
HI,1980,2010,1161190.0,180.8
HI,1980,2020,1220006.0,189.96
HI,1990,1990,1108229.0,172.6
HI,1990,2000,1159883.0,180.6
HI,1990,2010,1226689.0,191.0
HI,1990,2020,1283834.0,199.9
HI,2000,2000,1211537.0,188.6
HI,2000,2010,1285919.0,200.2
HI,2000,2020,1342370.0,209.0
HI,2010,2010,1360301.0,211.8
HI,2010,2020,1407786.0,219.2
HI,2020,2020,1455271.0,226.6
IA,1910,1910,2224771.0,39.8
IA,1910,1920,2314396.0,41.4
IA,1910,1930,2366577.0,42.333333333333336
IA,1910,1940,2409500.0,43.1
IA,1910,1950,2451814.0,43.86
IA,1910,1960,2502768.0,44.78333333333333
IA,1910,1970,2548712.0,45.614285714285714
IA,1910,1980,2594349.0,46.4375
IA,1910,1990,2614616.0,46.8
IA,1910,2000,2645787.0,47.36
IA,1910,2010,2682202.0,48.0090909090909
IA,1910,2020,2724550.0,48.76666666666666
IA,1920,1920,2404021.0,43.0
IA,1920,1930,2437480.0,43.6
IA,1920,1940,2471076.0,44.199999999999996
IA,1920,1950,2508575.0,44.875
IA,1920,1960,2558368.0,45.78
IA,1920,1970,2602702.0,46.583333333333336
IA,1920,1980,2647146.0,47.385714285714286
IA,1920,1990,2663347.0,47.675
IA,1920,2000,2692567.0,48.199999999999996
IA,1920,2010,2727946.0,48.83
IA,1920,2020,2769984.0,49.58181818181818
IA,1930,1930,2470939.0,44.2
IA,1930,1940,2504604.0,44.8
IA,1930,1950,2543427.0,45.5
IA,1930,1960,2596954.0,46.475
IA,1930,1970,2642439.0,47.3
IA,1930,1980,2687667.0,48.11666666666667
IA,1930,1990,2700394.0,48.34285714285714
IA,1930,2000,2728635.0,48.849999999999994
IA,1930,2010,2763937.0,49.477777777777774
IA,1930,2020,2806580.0,50.239999999999995
IA,1940,1940,2538268.0,45.4
IA,1940,1950,2579670.0,46.15
IA,1940,1960,2638959.0,47.23333333333333
IA,1940,1970,2685314.0,48.074999999999996
IA,1940,1980,2731012.0,48.9
IA,1940,1990,2738636.0,49.03333333333333
IA,1940,2000,2765449.0,49.51428571428571
IA,1940,2010,2800562.0,50.137499999999996
IA,1940,2020,2843874.0,50.91111111111111
IA,1950,1950,2621073.0,46.9
IA,1950,1960,2689305.0,48.15
IA,1950,1970,2734329.0,48.96666666666667
IA,1950,1980,2779198.0,49.775000000000006
IA,1950,1990,2778710.0,49.760000000000005
IA,1950,2000,2803312.0,50.199999999999996
IA,1950,2010,2838033.0,50.81428571428571
IA,1950,2020,2882075.0,51.6
IA,1960,1960,2757537.0,49.4
IA,1960,1970,2790956.0,50.0
IA,1960,1980,2831907.0,50.73333333333333
IA,1960,1990,2818119.0,50.474999999999994
IA,1960,2000,2839760.0,50.86
IA,1960,2010,2874192.0,51.46666666666666
IA,1960,2020,2919361.0,52.271428571428565
IA,1970,1970,2824376.0,50.6
IA,1970,1980,2869092.0,51.400000000000006
IA,1970,1990,2838313.0,50.833333333333336
IA,1970,2000,2860316.0,51.225
IA,1970,2010,2897524.0,51.879999999999995
IA,1970,2020,2946331.0,52.75
IA,1980,1980,2913808.0,52.2
IA,1980,1990,2845282.0,50.95
IA,1980,2000,2872296.0,51.43333333333334
IA,1980,2010,2915810.0,52.2
IA,1980,2020,2970722.0,53.18000000000001
IA,1990,1990,2776755.0,49.7
IA,1990,2000,2851540.0,51.05
IA,1990,2010,2916478.0,52.199999999999996
IA,1990,2020,2984951.0,53.425
IA,2000,2000,2926324.0,52.4
IA,2000,2010,2986340.0,53.45
IA,2000,2020,3054349.0,54.666666666666664
IA,2010,2010,3046355.0,54.5
IA,2010,2020,3118362.0,55.8
IA,2020,2020,3190369.0,57.1
ID,1910,1910,325594.0,3.9
ID,1910,1920,378730.0,4.55
ID,1910,1930,400831.0,4.833333333333333
ID,1910,1940,431841.0,5.225
ID,1910,1950,463200.0,5.6
ID,1910,1960,497199.0,6.016666666666667
ID,1910,1970,527966.0,6.385714285714286
ID,1910,1980,579962.0,7.0125
ID,1910,1990,627383.0,7.588888888888889
ID,1910,2000,694040.0,8.4
ID,1910,2010,773453.0,9.363636363636363
ID,1910,2020,862257.0,10.441666666666666
ID,1920,1920,431866.0,5.2
ID,1920,1930,438449.0,5.300000000000001
ID,1920,1940,467257.0,5.666666666666667
ID,1920,1950,497602.0,6.025
ID,1920,1960,531520.0,6.44
ID,1920,1970,561694.0,6.800000000000001
ID,1920,1980,616300.0,7.457142857142857
ID,1920,1990,665106.0,8.05
ID,1920,2000,734978.0,8.9
ID,1920,2010,818238.0,9.91
ID,1920,2020,911045.0,11.036363636363637
ID,1930,1930,445032.0,5.4
ID,1930,1940,484952.0,5.9
ID,1930,1950,519514.0,6.3
ID,1930,1960,556433.0,6.75
ID,1930,1970,587660.0,7.12
ID,1930,1980,647039.0,7.833333333333333
ID,1930,1990,698426.0,8.457142857142857
ID,1930,2000,772867.0,9.3625
ID,1930,2010,861169.0,10.433333333333334
ID,1930,2020,958962.0,11.620000000000001
ID,1940,1940,524873.0,6.4
ID,1940,1950,556755.0,6.75
ID,1940,1960,593567.0,7.2
ID,1940,1970,623317.0,7.550000000000001
ID,1940,1980,687441.0,8.32
ID,1940,1990,740659.0,8.966666666666667
ID,1940,2000,819701.0,9.928571428571429
ID,1940,2010,913186.0,11.0625
ID,1940,2020,1016066.0,12.31111111111111
ID,1950,1950,588637.0,7.1
ID,1950,1960,627914.0,7.6
ID,1950,1970,656132.0,7.933333333333333
ID,1950,1980,728082.0,8.799999999999999
ID,1950,1990,783816.0,9.479999999999999
ID,1950,2000,868839.0,10.516666666666666
ID,1950,2010,968659.0,11.728571428571428
ID,1950,2020,1077465.0,13.049999999999999
ID,1960,1960,667191.0,8.1
ID,1960,1970,689879.0,8.35
ID,1960,1980,774564.0,9.366666666666667
ID,1960,1990,832610.0,10.075
ID,1960,2000,924879.0,11.2
ID,1960,2010,1031996.0,12.5
ID,1960,2020,1147298.0,13.9
ID,1970,1970,712567.0,8.6
ID,1970,1980,828251.0,10.0
ID,1970,1990,887750.0,10.733333333333334
ID,1970,2000,989301.0,11.975000000000001
ID,1970,2010,1104957.0,13.38
ID,1970,2020,1227315.0,14.866666666666667
ID,1980,1980,943935.0,11.4
ID,1980,1990,975342.0,11.8
ID,1980,2000,1081546.0,13.1
ID,1980,2010,1203055.0,14.575
ID,1980,2020,1330265.0,16.119999999999997
ID,1990,1990,1006749.0,12.2
ID,1990,2000,1150351.0,13.95
ID,1990,2010,1289428.0,15.633333333333333
ID,1990,2020,1426848.0,17.3
ID,2000,2000,1293953.0,15.7
ID,2000,2010,1430768.0,17.35
ID,2000,2020,1566880.0,19.0
ID,2010,2010,1567582.0,19.0
ID,2010,2020,1703344.0,20.65
ID,2020,2020,1839106.0,22.3
IL,1910,1910,5638591.0,101.6
IL,1910,1920,6061936.0,109.19999999999999
IL,1910,1930,6584842.0,118.59999999999998
IL,1910,1940,6912942.0,124.49999999999999
IL,1910,1950,7272788.0,130.98
IL,1910,1960,7740850.0,139.41666666666666
IL,1910,1970,8222725.0,148.1
IL,1910,1980,8623199.0,155.3125
IL,1910,1990,8935133.0,160.93333333333334
IL,1910,2000,9283549.0,167.21
IL,1910,2010,9606011.0,173.01818181818183
IL,1910,2020,9873219.0,177.83333333333334
IL,1920,1920,6485280.0,116.8
IL,1920,1930,7057967.0,127.1
IL,1920,1940,7337725.0,132.13333333333333
IL,1920,1950,7681338.0,138.325
IL,1920,1960,8161302.0,146.98
IL,1920,1970,8653414.0,155.85
IL,1920,1980,9049572.0,162.98571428571427
IL,1920,1990,9347201.0,168.35
IL,1920,2000,9688544.0,174.5
IL,1920,2010,10002753.0,180.16
IL,1920,2020,10258185.0,184.76363636363635
IL,1930,1930,7630654.0,137.4
IL,1930,1940,7763948.0,139.8
IL,1930,1950,8080024.0,145.5
IL,1930,1960,8580307.0,154.525
IL,1930,1970,9087041.0,163.66
IL,1930,1980,9476954.0,170.6833333333333
IL,1930,1990,9756046.0,175.71428571428572
IL,1930,2000,10088952.0,181.7125
IL,1930,2010,10393583.0,187.2
IL,1930,2020,10635476.0,191.56
IL,1940,1940,7897241.0,142.2
IL,1940,1950,8304708.0,149.55
IL,1940,1960,8896858.0,160.23333333333335
IL,1940,1970,9451138.0,170.22500000000002
IL,1940,1980,9846214.0,177.34
IL,1940,1990,10110278.0,182.10000000000002
IL,1940,2000,10440138.0,188.04285714285717
IL,1940,2010,10738950.0,193.425
IL,1940,2020,10969345.0,197.57777777777778
IL,1950,1950,8712176.0,156.9
IL,1950,1960,9396667.0,169.25
IL,1950,1970,9969103.0,179.5666666666667
IL,1950,1980,10333457.0,186.125
IL,1950,1990,10552886.0,190.07999999999998
IL,1950,2000,10863954.0,195.6833333333333
IL,1950,2010,11144908.0,200.7428571428571
IL,1950,2020,11353358.0,204.49999999999997
IL,1960,1960,10081158.0,181.6
IL,1960,1970,10597567.0,190.89999999999998
IL,1960,1980,10873884.0,195.86666666666665
IL,1960,1990,11013064.0,198.37499999999997
IL,1960,2000,11294309.0,203.43999999999997
IL,1960,2010,11550363.0,208.04999999999995
IL,1960,2020,11730670.0,211.29999999999995
IL,1970,1970,11113976.0,200.2
IL,1970,1980,11270247.0,203.0
IL,1970,1990,11323699.0,203.96666666666667
IL,1970,2000,11597597.0,208.89999999999998
IL,1970,2010,11844204.0,213.33999999999997
IL,1970,2020,12005588.0,216.24999999999997
IL,1980,1980,11426518.0,205.8
IL,1980,1990,11428560.0,205.85000000000002
IL,1980,2000,11758804.0,211.80000000000004
IL,1980,2010,12026761.0,216.62500000000003
IL,1980,2020,12183911.0,219.46000000000004
IL,1990,1990,11430602.0,205.9
IL,1990,2000,11924948.0,214.8
IL,1990,2010,12226842.0,220.23333333333335
IL,1990,2020,12373259.0,222.875
IL,2000,2000,12419293.0,223.7
IL,2000,2010,12624962.0,227.39999999999998
IL,2000,2020,12687478.0,228.5333333333333
IL,2010,2010,12830632.0,231.1
IL,2010,2020,12821570.0,230.95
IL,2020,2020,12812508.0,230.8
IN,1910,1910,2700876.0,75.4
IN,1910,1920,2815633.0,78.6
IN,1910,1930,2956590.0,82.53333333333333
IN,1910,1940,3074391.0,85.825
IN,1910,1950,3246358.0,90.62
IN,1910,1960,3482381.0,97.2
IN,1910,1970,3726851.0,104.02857142857144
IN,1910,1980,3947272.0,110.17500000000001
IN,1910,1990,4124704.0,115.13333333333334
IN,1910,2000,4320282.0,120.59
IN,1910,2010,4516966.0,126.08181818181819
IN,1910,2020,4706013.0,131.35833333333335
IN,1920,1920,2930390.0,81.8
IN,1920,1930,3084446.0,86.1
IN,1920,1940,3198896.0,89.3
IN,1920,1950,3382728.0,94.425
IN,1920,1960,3638682.0,101.55999999999999
IN,1920,1970,3897847.0,108.8
IN,1920,1980,4125329.0,115.14285714285714
IN,1920,1990,4302683.0,120.1
IN,1920,2000,4500216.0,125.61111111111111
IN,1920,2010,4698575.0,131.15
IN,1920,2020,4888298.0,136.44545454545457
IN,1930,1930,3238503.0,90.4
IN,1930,1940,3333150.0,93.05000000000001
IN,1930,1950,3533508.0,98.63333333333334
IN,1930,1960,3815755.0,106.5
IN,1930,1970,4091338.0,114.2
IN,1930,1980,4324486.0,120.7
IN,1930,1990,4498725.0,125.57142857142857
IN,1930,2000,4696445.0,131.0875
IN,1930,2010,4895040.0,136.63333333333333
IN,1930,2020,5084089.0,141.91000000000003
IN,1940,1940,3427796.0,95.7
IN,1940,1950,3681010.0,102.75
IN,1940,1960,4008173.0,111.86666666666667
IN,1940,1970,4304547.0,120.15
IN,1940,1980,4541682.0,126.75999999999999
IN,1940,1990,4708762.0,131.4333333333333
IN,1940,2000,4904722.0,136.9
IN,1940,2010,5102107.0,142.4125
IN,1940,2020,5289154.0,147.63333333333333
IN,1950,1950,3934224.0,109.8
IN,1950,1960,4298361.0,119.94999999999999
IN,1950,1970,4596797.0,128.29999999999998
IN,1950,1980,4820154.0,134.52499999999998
IN,1950,1990,4964955.0,138.57999999999998
IN,1950,2000,5150876.0,143.76666666666665
IN,1950,2010,5341294.0,149.08571428571426
IN,1950,2020,5521824.0,154.125
IN,1960,1960,4662498.0,130.1
IN,1960,1970,4928084.0,137.55
IN,1960,1980,5115464.0,142.76666666666668
IN,1960,1990,5222638.0,145.775
IN,1960,2000,5394207.0,150.56
IN,1960,2010,5575806.0,155.63333333333333
IN,1960,2020,5748624.0,160.45714285714286
IN,1970,1970,5193669.0,145.0
IN,1970,1980,5341946.0,149.1
IN,1970,1990,5409351.0,151.0
IN,1970,2000,5577134.0,155.675
IN,1970,2010,5758468.0,160.74
IN,1970,2020,5929644.0,165.51666666666668
IN,1980,1980,5490224.0,153.2
IN,1980,1990,5517192.0,154.0
IN,1980,2000,5704956.0,159.23333333333332
IN,1980,2010,5899668.0,164.675
IN,1980,2020,6076840.0,169.62
IN,1990,1990,5544159.0,154.8
IN,1990,2000,5812322.0,162.25
IN,1990,2010,6036149.0,168.5
IN,1990,2020,6223494.0,173.725
IN,2000,2000,6080485.0,169.7
IN,2000,2010,6282144.0,175.35
IN,2000,2020,6449938.0,180.03333333333333
IN,2010,2010,6483802.0,181.0
IN,2010,2020,6634665.0,185.2
IN,2020,2020,6785528.0,189.4
KS,1910,1910,1690949.0,20.7
KS,1910,1920,1730103.0,21.15
KS,1910,1930,1780402.0,21.766666666666666
KS,1910,1940,1785558.0,21.825
KS,1910,1950,1809506.0,22.119999999999997
KS,1910,1960,1871024.0,22.866666666666664
KS,1910,1970,1924674.0,23.52857142857143
KS,1910,1980,1979550.0,24.2
KS,1910,1990,2034886.0,24.87777777777778
KS,1910,2000,2100239.0,25.68
KS,1910,2010,2168683.0,26.518181818181816
KS,1910,2020,2232782.0,27.299999999999997
KS,1920,1920,1769257.0,21.6
KS,1920,1930,1825128.0,22.3
KS,1920,1940,1817095.0,22.2
KS,1920,1950,1839146.0,22.474999999999998
KS,1920,1960,1907039.0,23.3
KS,1920,1970,1963629.0,24.0
KS,1920,1980,2020779.0,24.7
KS,1920,1990,2077878.0,25.400000000000002
KS,1920,2000,2145716.0,26.233333333333334
KS,1920,2010,2216456.0,27.1
KS,1920,2020,2282040.0,27.9
KS,1930,1930,1880999.0,23.0
KS,1930,1940,1841014.0,22.5
KS,1930,1950,1862442.0,22.766666666666666
KS,1930,1960,1941484.0,23.725
KS,1930,1970,2002503.0,24.48
KS,1930,1980,2062699.0,25.21666666666667
KS,1930,1990,2121967.0,25.942857142857147
KS,1930,2000,2192773.0,26.812500000000004
KS,1930,2010,2266145.0,27.711111111111116
KS,1930,2020,2333318.0,28.53
KS,1940,1940,1801028.0,22.0
KS,1940,1950,1853164.0,22.65
KS,1940,1960,1961646.0,23.96666666666667
KS,1940,1970,2032879.0,24.85
KS,1940,1980,2099039.0,25.660000000000004
KS,1940,1990,2162128.0,26.433333333333337
KS,1940,2000,2237312.0,27.35714285714286
KS,1940,2010,2314288.0,28.300000000000004
KS,1940,2020,2383576.0,29.144444444444446
KS,1950,1950,1905299.0,23.3
KS,1950,1960,2041955.0,24.950000000000003
KS,1950,1970,2110163.0,25.8
KS,1950,1980,2173542.0,26.575000000000003
KS,1950,1990,2234348.0,27.320000000000004
KS,1950,2000,2310026.0,28.250000000000004
KS,1950,2010,2387611.0,29.200000000000006
KS,1950,2020,2456395.0,30.037500000000005
KS,1960,1960,2178611.0,26.6
KS,1960,1970,2212594.0,27.05
KS,1960,1980,2262956.0,27.666666666666668
KS,1960,1990,2316610.0,28.325
KS,1960,2000,2390972.0,29.24
KS,1960,2010,2467996.0,30.183333333333334
KS,1960,2020,2535123.0,31.0
KS,1970,1970,2246578.0,27.5
KS,1970,1980,2305128.0,28.2
KS,1970,1990,2362610.0,28.900000000000002
KS,1970,2000,2444062.0,29.9
KS,1970,2010,2525873.0,30.9
KS,1970,2020,2594541.0,31.733333333333334
KS,1980,1980,2363679.0,28.9
KS,1980,1990,2420626.0,29.6
KS,1980,2000,2509890.0,30.7
KS,1980,2010,2595697.0,31.75
KS,1980,2020,2664134.0,32.58
KS,1990,1990,2477574.0,30.3
KS,1990,2000,2582996.0,31.6
KS,1990,2010,2673037.0,32.699999999999996
KS,1990,2020,2739248.0,33.5
KS,2000,2000,2688418.0,32.9
KS,2000,2010,2770768.0,33.9
KS,2000,2020,2826472.0,34.56666666666666
KS,2010,2010,2853118.0,34.9
KS,2010,2020,2895499.0,35.4
KS,2020,2020,2937880.0,35.9
KY,1910,1910,2289905.0,58.0
KY,1910,1920,2353268.0,59.6
KY,1910,1930,2440375.0,61.800000000000004
KY,1910,1940,2541688.0,64.375
KY,1910,1950,2622311.0,66.42
KY,1910,1960,2691619.0,68.16666666666667
KY,1910,1970,2766917.0,70.07142857142857
KY,1910,1980,2878650.0,72.9
KY,1910,1990,2968277.0,75.16666666666667
KY,1910,2000,3075626.0,77.89
KY,1910,2010,3190512.0,80.8
KY,1910,2020,3300122.0,83.575
KY,1920,1920,2416630.0,61.2
KY,1920,1930,2515610.0,63.7
KY,1920,1940,2625615.0,66.5
KY,1920,1950,2705413.0,68.525
KY,1920,1960,2771962.0,70.2
KY,1920,1970,2846419.0,72.08333333333333
KY,1920,1980,2962756.0,75.02857142857144
KY,1920,1990,3053073.0,77.3125
KY,1920,2000,3162928.0,80.1
KY,1920,2010,3280572.0,83.08
KY,1920,2020,3391960.0,85.89999999999999
KY,1930,1930,2614589.0,66.2
KY,1930,1940,2730108.0,69.15
KY,1930,1950,2801674.0,70.96666666666667
KY,1930,1960,2860794.0,72.45
KY,1930,1970,2932377.0,74.26
KY,1930,1980,3053777.0,77.33333333333333
KY,1930,1990,3143994.0,79.61428571428571
KY,1930,2000,3256216.0,82.46249999999999
KY,1930,2010,3376566.0,85.5111111111111
KY,1930,2020,3489493.0,88.36999999999999
KY,1940,1940,2845627.0,72.1
KY,1940,1950,2895216.0,73.35
KY,1940,1960,2942863.0,74.53333333333333
KY,1940,1970,3011824.0,76.275
KY,1940,1980,3141614.0,79.56
KY,1940,1990,3232228.0,81.85000000000001
KY,1940,2000,3347877.0,84.78571428571429
KY,1940,2010,3471813.0,87.925
KY,1940,2020,3586704.0,90.83333333333333
KY,1950,1950,2944806.0,74.6
KY,1950,1960,2991481.0,75.75
KY,1950,1970,3067223.0,77.66666666666667
KY,1950,1980,3215611.0,81.425
KY,1950,1990,3309548.0,83.8
KY,1950,2000,3431585.0,86.89999999999999
KY,1950,2010,3561268.0,90.18571428571428
KY,1950,2020,3679339.0,93.175
KY,1960,1960,3038156.0,76.9
KY,1960,1970,3128431.0,79.2
KY,1960,1980,3305880.0,83.7
KY,1960,1990,3400734.0,86.10000000000001
KY,1960,2000,3528941.0,89.36000000000001
KY,1960,2010,3664012.0,92.78333333333335
KY,1960,2020,3784272.0,95.82857142857144
KY,1970,1970,3218706.0,81.5
KY,1970,1980,3439742.0,87.1
KY,1970,1990,3521593.0,89.16666666666667
KY,1970,2000,3651637.0,92.475
KY,1970,2010,3789183.0,95.96
KY,1970,2020,3908625.0,98.98333333333333
KY,1980,1980,3660777.0,92.7
KY,1980,1990,3673036.0,93.0
KY,1980,2000,3795947.0,96.13333333333333
KY,1980,2010,3931802.0,99.57499999999999
KY,1980,2020,4046609.0,102.47999999999999
KY,1990,1990,3685296.0,93.3
KY,1990,2000,3863532.0,97.85
KY,1990,2010,4022144.0,101.86666666666667
KY,1990,2020,4143067.0,104.92500000000001
KY,2000,2000,4041769.0,102.4
KY,2000,2010,4190568.0,106.15
KY,2000,2020,4295657.0,108.8
KY,2010,2010,4339367.0,109.9
KY,2010,2020,4422602.0,112.0
KY,2020,2020,4505836.0,114.1
LA,1910,1910,1656388.0,38.3
LA,1910,1920,1727448.0,39.95
LA,1910,1930,1852163.0,42.833333333333336
LA,1910,1940,1980092.0,45.8
LA,1910,1950,2120777.0,49.059999999999995
LA,1910,1960,2310151.0,53.449999999999996
LA,1910,1970,2500316.0,57.857142857142854
LA,1910,1980,2713514.0,62.7875
LA,1910,1990,2880899.0,66.66666666666667
LA,1910,2000,3039706.0,70.34
LA,1910,2010,3175494.0,73.48181818181818
LA,1910,2020,3299016.0,76.34166666666665
LA,1920,1920,1798509.0,41.6
LA,1920,1930,1950051.0,45.1
LA,1920,1940,2087994.0,48.300000000000004
LA,1920,1950,2236874.0,51.75
LA,1920,1960,2440904.0,56.48
LA,1920,1970,2640971.0,61.11666666666667
LA,1920,1980,2864532.0,66.28571428571429
LA,1920,1990,3033962.0,70.2125
LA,1920,2000,3193408.0,73.9
LA,1920,2010,3327405.0,77.0
LA,1920,2020,3448346.0,79.8
LA,1930,1930,2101593.0,48.6
