State,Start_Year,Stop_Year,Resident Population Density
IN,1930,1970,114.2
IN,1930,1980,120.7
IN,1930,1990,125.57142857142857
IN,1930,2000,131.0875
IN,1930,2010,136.63333333333333
IN,1930,2020,141.91000000000003
IN,1940,1940,95.7
IN,1940,1950,102.75
IN,1940,1960,111.86666666666667
IN,1940,1970,120.15
IN,1940,1980,126.75999999999999
IN,1940,1990,131.4333333333333
IN,1940,2000,136.9
IN,1940,2010,142.4125
IN,1940,2020,147.63333333333333
IN,1950,1950,109.8
IN,1950,1960,119.94999999999999
IN,1950,1970,128.29999999999998
IN,1950,1980,134.52499999999998
IN,1950,1990,138.57999999999998
IN,1950,2000,143.76666666666665
IN,1950,2010,149.08571428571426
IN,1950,2020,154.125
IN,1960,1960,130.1
IN,1960,1970,137.55
IN,1960,1980,142.76666666666668
IN,1960,1990,145.775
IN,1960,2000,150.56
IN,1960,2010,155.63333333333333
IN,1960,2020,160.45714285714286
IN,1970,1970,145.0
IN,1970,1980,149.1
IN,1970,1990,151.0
IN,1970,2000,155.675
IN,1970,2010,160.74
IN,1970,2020,165.51666666666668
IN,1980,1980,153.2
IN,1980,1990,154.0
IN,1980,2000,159.23333333333332
IN,1980,2010,164.675
IN,1980,2020,169.62
IN,1990,1990,154.8
IN,1990,2000,162.25
IN,1990,2010,168.5
IN,1990,2020,173.725
IN,2000,2000,169.7
IN,2000,2010,175.35
IN,2000,2020,180.03333333333333
IN,2010,2010,181.0
IN,2010,2020,185.2
IN,2020,2020,189.4
KS,1910,1910,20.7
KS,1910,1920,21.15
KS,1910,1930,21.766666666666666
KS,1910,1940,21.825
KS,1910,1950,22.119999999999997
KS,1910,1960,22.866666666666664
KS,1910,1970,23.52857142857143
KS,1910,1980,24.2
KS,1910,1990,24.87777777777778
KS,1910,2000,25.68
KS,1910,2010,26.518181818181816
KS,1910,2020,27.299999999999997
KS,1920,1920,21.6
KS,1920,1930,22.3
KS,1920,1940,22.2
KS,1920,1950,22.474999999999998
KS,1920,1960,23.3
KS,1920,1970,24.0
KS,1920,1980,24.7
KS,1920,1990,25.400000000000002
KS,1920,2000,26.233333333333334
KS,1920,2010,27.1
KS,1920,2020,27.9
KS,1930,1930,23.0
KS,1930,1940,22.5
KS,1930,1950,22.766666666666666
KS,1930,1960,23.725
KS,1930,1970,24.48
KS,1930,1980,25.21666666666667
KS,1930,1990,25.942857142857147
KS,1930,2000,26.812500000000004
KS,1930,2010,27.711111111111116
KS,1930,2020,28.53
KS,1940,1940,22.0
KS,1940,1950,22.65
KS,1940,1960,23.96666666666667
KS,1940,1970,24.85
KS,1940,1980,25.660000000000004
KS,1940,1990,26.433333333333337
KS,1940,2000,27.35714285714286
KS,1940,2010,28.300000000000004
KS,1940,2020,29.144444444444446
KS,1950,1950,23.3
KS,1950,1960,24.950000000000003
KS,1950,1970,25.8
KS,1950,1980,26.575000000000003
KS,1950,1990,27.320000000000004
KS,1950,2000,28.250000000000004
KS,1950,2010,29.200000000000006
KS,1950,2020,30.037500000000005
KS,1960,1960,26.6
KS,1960,1970,27.05
KS,1960,1980,27.666666666666668
KS,1960,1990,28.325
KS,1960,2000,29.24
KS,1960,2010,30.183333333333334
KS,1960,2020,31.0
KS,1970,1970,27.5
KS,1970,1980,28.2
KS,1970,1990,28.900000000000002
KS,1970,2000,29.9
KS,1970,2010,30.9
KS,1970,2020,31.733333333333334
KS,1980,1980,28.9
KS,1980,1990,29.6
KS,1980,2000,30.7
KS,1980,2010,31.75
KS,1980,2020,32.58
KS,1990,1990,30.3
KS,1990,2000,31.6
KS,1990,2010,32.699999999999996
KS,1990,2020,33.5
KS,2000,2000,32.9
KS,2000,2010,33.9
KS,2000,2020,34.56666666666666
KS,2010,2010,34.9
KS,2010,2020,35.4
KS,2020,2020,35.9
KY,1910,1910,58.0
KY,1910,1920,59.6
KY,1910,1930,61.800000000000004
KY,1910,1940,64.375
KY,1910,1950,66.42
KY,1910,1960,68.16666666666667
KY,1910,1970,70.07142857142857
KY,1910,1980,72.9
KY,1910,1990,75.16666666666667
KY,1910,2000,77.89
KY,1910,2010,80.8
KY,1910,2020,83.575
KY,1920,1920,61.2
KY,1920,1930,63.7
KY,1920,1940,66.5
KY,1920,1950,68.525
KY,1920,1960,70.2
KY,1920,1970,72.08333333333333
KY,1920,1980,75.02857142857144
KY,1920,1990,77.3125
KY,1920,2000,80.1
KY,1920,2010,83.08
KY,1920,2020,85.89999999999999
KY,1930,1930,66.2
KY,1930,1940,69.15
KY,1930,1950,70.96666666666667
KY,1930,1960,72.45
KY,1930,1970,74.26
KY,1930,1980,77.33333333333333
KY,1930,1990,79.61428571428571
KY,1930,2000,82.46249999999999
KY,1930,2010,85.5111111111111
KY,1930,2020,88.36999999999999
KY,1940,1940,72.1
KY,1940,1950,73.35
KY,1940,1960,74.53333333333333
KY,1940,1970,76.275
KY,1940,1980,79.56
KY,1940,1990,81.85000000000001
KY,1940,2000,84.78571428571429
KY,1940,2010,87.925
KY,1940,2020,90.83333333333333
KY,1950,1950,74.6
KY,1950,1960,75.75
KY,1950,1970,77.66666666666667
KY,1950,1980,81.425
KY,1950,1990,83.8
KY,1950,2000,86.89999999999999
KY,1950,2010,90.18571428571428
KY,1950,2020,93.175
KY,1960,1960,76.9
KY,1960,1970,79.2
KY,1960,1980,83.7
KY,1960,1990,86.10000000000001
KY,1960,2000,89.36000000000001
KY,1960,2010,92.78333333333335
KY,1960,2020,95.82857142857144
KY,1970,1970,81.5
KY,1970,1980,87.1
KY,1970,1990,89.16666666666667
KY,1970,2000,92.475
KY,1970,2010,95.96
KY,1970,2020,98.98333333333333
KY,1980,1980,92.7
KY,1980,1990,93.0
KY,1980,2000,96.13333333333333
KY,1980,2010,99.57499999999999
KY,1980,2020,102.47999999999999
KY,1990,1990,93.3
KY,1990,2000,97.85
KY,1990,2010,101.86666666666667
KY,1990,2020,104.92500000000001
KY,2000,2000,102.4
KY,2000,2010,106.15
KY,2000,2020,108.8
KY,2010,2010,109.9
KY,2010,2020,112.0
KY,2020,2020,114.1
LA,1910,1910,38.3
LA,1910,1920,39.95
LA,1910,1930,42.833333333333336
LA,1910,1940,45.8
LA,1910,1950,49.059999999999995
LA,1910,1960,53.449999999999996
LA,1910,1970,57.857142857142854
LA,1910,1980,62.7875
LA,1910,1990,66.66666666666667
LA,1910,2000,70.34
LA,1910,2010,73.48181818181818
LA,1910,2020,76.34166666666665
LA,1920,1920,41.6
LA,1920,1930,45.1
LA,1920,1940,48.300000000000004
LA,1920,1950,51.75
LA,1920,1960,56.48
LA,1920,1970,61.11666666666667
LA,1920,1980,66.28571428571429
LA,1920,1990,70.2125
LA,1920,2000,73.9
LA,1920,2010,77.0
LA,1920,2020,79.8
LA,1930,1930,48.6
LA,1930,1940,51.650000000000006
LA,1930,1950,55.13333333333333
LA,1930,1960,60.2
LA,1930,1970,65.02000000000001
LA,1930,1980,70.4
LA,1930,1990,74.3
LA,1930,2000,77.9375
LA,1930,2010,80.93333333333334
LA,1930,2020,83.61999999999999
LA,1940,1940,54.7
LA,1940,1950,58.400000000000006
LA,1940,1960,64.06666666666668
LA,1940,1970,69.125
LA,1940,1980,74.76
LA,1940,1990,78.58333333333333
LA,1940,2000,82.12857142857142
LA,1940,2010,84.975
LA,1940,2020,87.5111111111111
LA,1950,1950,62.1
LA,1950,1960,68.75
LA,1950,1970,73.93333333333334
LA,1950,1980,79.775
LA,1950,1990,83.36
LA,1950,2000,86.7
LA,1950,2010,89.3
LA,1950,2020,91.6125
LA,1960,1960,75.4
LA,1960,1970,79.85
LA,1960,1980,85.66666666666667
LA,1960,1990,88.675
LA,1960,2000,91.62
LA,1960,2010,93.83333333333333
LA,1960,2020,95.82857142857142
LA,1970,1970,84.3
LA,1970,1980,90.8
LA,1970,1990,93.10000000000001
LA,1970,2000,95.67500000000001
LA,1970,2010,97.52000000000001
LA,1970,2020,99.23333333333333
LA,1980,1980,97.3
LA,1980,1990,97.5
LA,1980,2000,99.46666666666665
LA,1980,2010,100.82499999999999
LA,1980,2020,102.22
LA,1990,1990,97.7
LA,1990,2000,100.55000000000001
LA,1990,2010,102.0
LA,1990,2020,103.45
LA,2000,2000,103.4
LA,2000,2010,104.15
LA,2000,2020,105.36666666666667
LA,2010,2010,104.9
LA,2010,2020,106.35
LA,2020,2020,107.8
MA,1910,1910,431.6
MA,1910,1920,462.75
MA,1910,1930,490.09999999999997
MA,1910,1940,505.92499999999995
MA,1910,1950,525.0
MA,1910,1960,547.5166666666667
MA,1910,1970,573.5
MA,1910,1980,593.75
MA,1910,1990,613.4777777777778
MA,1910,2000,633.53
MA,1910,2010,652.2454545454545
MA,1910,2020,672.9916666666667
MA,1920,1920,493.9
MA,1920,1930,519.3499999999999
MA,1920,1940,530.6999999999999
MA,1920,1950,548.3499999999999
MA,1920,1960,570.6999999999999
MA,1920,1970,597.15
MA,1920,1980,616.9142857142857
MA,1920,1990,636.2125
MA,1920,2000,655.9666666666667
MA,1920,2010,674.31
MA,1920,2020,694.9363636363636
MA,1930,1930,544.8
MA,1930,1940,549.0999999999999
MA,1930,1950,566.4999999999999
MA,1930,1960,589.9
MA,1930,1970,617.8
MA,1930,1980,637.4166666666666
MA,1930,1990,656.5428571428572
MA,1930,2000,676.225
MA,1930,2010,694.3555555555555
MA,1930,2020,715.04
MA,1940,1940,553.4
MA,1940,1950,577.3499999999999
MA,1940,1960,604.9333333333333
MA,1940,1970,636.05
MA,1940,1980,655.9399999999999
MA,1940,1990,675.1666666666666
MA,1940,2000,695.0
MA,1940,2010,713.05
MA,1940,2020,733.9555555555555
MA,1950,1950,601.3
MA,1950,1960,630.7
MA,1950,1970,663.6
MA,1950,1980,681.575
MA,1950,1990,699.5200000000001
MA,1950,2000,718.6
MA,1950,2010,735.8571428571429
MA,1950,2020,756.525
MA,1960,1960,660.1
MA,1960,1970,694.75
MA,1960,1980,708.3333333333334
MA,1960,1990,724.075
MA,1960,2000,742.0600000000001
MA,1960,2010,758.2833333333333
MA,1960,2020,778.6999999999999
MA,1970,1970,729.4
MA,1970,1980,732.45
MA,1970,1990,745.4
MA,1970,2000,762.55
MA,1970,2010,777.92
MA,1970,2020,798.4666666666667
MA,1980,1980,735.5
MA,1980,1990,753.4
MA,1980,2000,773.6
MA,1980,2010,790.0500000000001
MA,1980,2020,812.2800000000001
MA,1990,1990,771.3
MA,1990,2000,792.65
MA,1990,2010,808.2333333333332
MA,1990,2020,831.4749999999999
MA,2000,2000,814.0
MA,2000,2010,826.7
MA,2000,2020,851.5333333333334
MA,2010,2010,839.4
MA,2010,2020,870.3
MA,2020,2020,901.2
MD,1910,1910,133.4
MD,1910,1920,141.35000000000002
MD,1910,1930,150.26666666666668
MD,1910,1940,159.60000000000002
MD,1910,1950,175.96
MD,1910,1960,199.86666666666667
MD,1910,1970,229.04285714285717
MD,1910,1980,254.71250000000003
MD,1910,1990,281.14444444444445
MD,1910,2000,307.59000000000003
MD,1910,2010,333.7
MD,1910,2020,358.90000000000003
MD,1920,1920,149.3
MD,1920,1930,158.7
MD,1920,1940,168.33333333333334
MD,1920,1950,186.6
MD,1920,1960,213.16
MD,1920,1970,244.98333333333335
MD,1920,1980,272.04285714285714
MD,1920,1990,299.6125
MD,1920,2000,326.94444444444446
MD,1920,2010,353.73
MD,1920,2020,379.40000000000003
MD,1930,1930,168.1
MD,1930,1940,177.85
MD,1930,1950,199.03333333333333
MD,1930,1960,229.125
MD,1930,1970,264.12
MD,1930,1980,292.5
MD,1930,1990,321.0857142857143
MD,1930,2000,349.15
MD,1930,2010,376.44444444444446
MD,1930,2020,402.40999999999997
MD,1940,1940,187.6
MD,1940,1950,214.5
MD,1940,1960,249.46666666666667
MD,1940,1970,288.125
MD,1940,1980,317.38
MD,1940,1990,346.5833333333333
MD,1940,2000,375.0142857142857
MD,1940,2010,402.48749999999995
MD,1940,2020,428.4444444444444
MD,1950,1950,241.4
MD,1950,1960,280.4
MD,1950,1970,321.6333333333333
MD,1950,1980,349.825
MD,1950,1990,378.38
MD,1950,2000,406.25
MD,1950,2010,433.1857142857143
MD,1950,2020,458.55
MD,1960,1960,319.4
MD,1960,1970,361.75
MD,1960,1980,385.9666666666667
MD,1960,1990,412.625
MD,1960,2000,439.21999999999997
MD,1960,2010,465.1499999999999
MD,1960,2020,489.5714285714285
MD,1970,1970,404.1
MD,1970,1980,419.25
MD,1970,1990,443.7
MD,1970,2000,469.17499999999995
MD,1970,2010,494.3
MD,1970,2020,517.9333333333333
MD,1980,1980,434.4
MD,1980,1990,463.5
MD,1980,2000,490.8666666666666
MD,1980,2010,516.8499999999999
MD,1980,2020,540.6999999999999
MD,1990,1990,492.6
MD,1990,2000,519.1
MD,1990,2010,544.3333333333334
MD,1990,2020,567.275
MD,2000,2000,545.6
MD,2000,2010,570.2
MD,2000,2020,592.1666666666666
MD,2010,2010,594.8
MD,2010,2020,615.45
MD,2020,2020,636.1
ME,1910,1910,24.1
ME,1910,1920,24.5
ME,1910,1930,24.96666666666667
ME,1910,1940,25.6
ME,1910,1950,26.4
ME,1910,1960,27.233333333333334
ME,1910,1970,27.942857142857147
ME,1910,1980,29.012500000000003
ME,1910,1990,30.211111111111116
ME,1910,2000,31.320000000000004
ME,1910,2010,32.3909090909091
ME,1910,2020,33.37500000000001
ME,1920,1920,24.9
ME,1920,1930,25.4
ME,1920,1940,26.099999999999998
ME,1920,1950,26.975
ME,1920,1960,27.860000000000003
ME,1920,1970,28.583333333333332
ME,1920,1980,29.714285714285715
ME,1920,1990,30.975
ME,1920,2000,32.12222222222223
ME,1920,2010,33.220000000000006
ME,1920,2020,34.21818181818182
ME,1930,1930,25.9
ME,1930,1940,26.7
ME,1930,1950,27.666666666666668
ME,1930,1960,28.6
ME,1930,1970,29.320000000000004
ME,1930,1980,30.51666666666667
ME,1930,1990,31.84285714285715
ME,1930,2000,33.025000000000006
ME,1930,2010,34.14444444444445
ME,1930,2020,35.150000000000006
ME,1940,1940,27.5
ME,1940,1950,28.55
ME,1940,1960,29.5
ME,1940,1970,30.175
ME,1940,1980,31.439999999999998
ME,1940,1990,32.833333333333336
ME,1940,2000,34.042857142857144
ME,1940,2010,35.175000000000004
ME,1940,2020,36.17777777777778
ME,1950,1950,29.6
ME,1950,1960,30.5
ME,1950,1970,31.066666666666666
ME,1950,1980,32.425
ME,1950,1990,33.9
ME,1950,2000,35.13333333333333
ME,1950,2010,36.27142857142857
ME,1950,2020,37.2625
ME,1960,1960,31.4
ME,1960,1970,31.8
ME,1960,1980,33.36666666666667
ME,1960,1990,34.974999999999994
ME,1960,2000,36.239999999999995
ME,1960,2010,37.38333333333333
ME,1960,2020,38.357142857142854
ME,1970,1970,32.2
ME,1970,1980,34.35
ME,1970,1990,36.166666666666664
ME,1970,2000,37.45
ME,1970,2010,38.58
ME,1970,2020,39.51666666666667
ME,1980,1980,36.5
ME,1980,1990,38.15
ME,1980,2000,39.199999999999996
ME,1980,2010,40.175
ME,1980,2020,40.98
ME,1990,1990,39.8
ME,1990,2000,40.55
ME,1990,2010,41.4
ME,1990,2020,42.099999999999994
ME,2000,2000,41.3
ME,2000,2010,42.2
ME,2000,2020,42.866666666666674
ME,2010,2010,43.1
ME,2010,2020,43.650000000000006
ME,2020,2020,44.2
MI,1910,1910,49.7
MI,1910,1920,57.300000000000004
MI,1910,1930,66.73333333333333
MI,1910,1940,73.3
MI,1910,1950,81.17999999999999
MI,1910,1960,90.71666666666665
MI,1910,1970,100.18571428571428
MI,1910,1980,108.13749999999999
MI,1910,1990,114.38888888888889
MI,1910,2000,120.53
MI,1910,2010,125.46363636363635
MI,1910,2020,129.84166666666667
MI,1920,1920,64.9
MI,1920,1930,75.25
MI,1920,1940,81.16666666666667
MI,1920,1950,89.05
MI,1920,1960,98.92
MI,1920,1970,108.60000000000001
MI,1920,1980,116.4857142857143
MI,1920,1990,122.47500000000001
MI,1920,2000,128.4
MI,1920,2010,133.04000000000002
MI,1920,2020,137.12727272727273
MI,1930,1930,85.6
MI,1930,1940,89.3
MI,1930,1950,97.10000000000001
MI,1930,1960,107.42500000000001
MI,1930,1970,117.34
MI,1930,1980,125.08333333333333
MI,1930,1990,130.7
MI,1930,2000,136.3375
MI,1930,2010,140.61111111111111
MI,1930,2020,144.35
MI,1940,1940,93.0
MI,1940,1950,102.85
MI,1940,1960,114.7
MI,1940,1970,125.275
MI,1940,1980,132.98000000000002
MI,1940,1990,138.21666666666667
MI,1940,2000,143.58571428571432
MI,1940,2010,147.4875
MI,1940,2020,150.8777777777778
MI,1950,1950,112.7
MI,1950,1960,125.55000000000001
MI,1950,1970,136.03333333333333
MI,1950,1980,142.97500000000002
MI,1950,1990,147.26000000000002
MI,1950,2000,152.01666666666668
MI,1950,2010,155.27142857142857
MI,1950,2020,158.1125
MI,1960,1960,138.4
MI,1960,1970,147.7
MI,1960,1980,153.06666666666666
MI,1960,1990,155.9
MI,1960,2000,159.88000000000002
MI,1960,2010,162.36666666666667
MI,1960,2020,164.6
MI,1970,1970,157.0
MI,1970,1980,160.4
MI,1970,1990,161.73333333333335
MI,1970,2000,165.25
MI,1970,2010,167.16
MI,1970,2020,168.96666666666667
MI,1980,1980,163.8
MI,1980,1990,164.10000000000002
MI,1980,2000,168.00000000000003
MI,1980,2010,169.70000000000002
MI,1980,2020,171.36
MI,1990,1990,164.4
MI,1990,2000,170.10000000000002
MI,1990,2010,171.66666666666666
MI,1990,2020,173.25
MI,2000,2000,175.8
MI,2000,2010,175.3
MI,2000,2020,176.20000000000002
MI,2010,2010,174.8
MI,2010,2020,176.4
MI,2020,2020,178.0
MN,1910,1910,26.1
MN,1910,1920,28.05
MN,1910,1930,29.433333333333337
MN,1910,1940,30.85
MN,1910,1950,32.18
MN,1910,1960,33.96666666666667
MN,1910,1970,35.94285714285714
MN,1910,1980,37.85
MN,1910,1990,39.74444444444444
MN,1910,2000,41.95
MN,1910,2010,44.190909090909095
MN,1910,2020,46.48333333333334
MN,1920,1920,30.0
MN,1920,1930,31.1
MN,1920,1940,32.43333333333334
MN,1920,1950,33.7
MN,1920,1960,35.540000000000006
MN,1920,1970,37.583333333333336
MN,1920,1980,39.528571428571425
MN,1920,1990,41.449999999999996
MN,1920,2000,43.71111111111111
MN,1920,2010,46.0
MN,1920,2020,48.33636363636364
MN,1930,1930,32.2
MN,1930,1940,33.650000000000006
MN,1930,1950,34.93333333333334
MN,1930,1960,36.925000000000004
MN,1930,1970,39.1
MN,1930,1980,41.11666666666667
MN,1930,1990,43.08571428571428
MN,1930,2000,45.425
MN,1930,2010,47.77777777777778
MN,1930,2020,50.17
MN,1940,1940,35.1
MN,1940,1950,36.3
MN,1940,1960,38.5
MN,1940,1970,40.825
MN,1940,1980,42.9
MN,1940,1990,44.9
MN,1940,2000,47.31428571428571
MN,1940,2010,49.724999999999994
MN,1940,2020,52.16666666666666
MN,1950,1950,37.5
MN,1950,1960,40.2
MN,1950,1970,42.73333333333333
MN,1950,1980,44.849999999999994
MN,1950,1990,46.86
MN,1950,2000,49.349999999999994
MN,1950,2010,51.8142857142857
MN,1950,2020,54.29999999999999
MN,1960,1960,42.9
MN,1960,1970,45.349999999999994
MN,1960,1980,47.29999999999999
MN,1960,1990,49.199999999999996
MN,1960,2000,51.71999999999999
MN,1960,2010,54.19999999999999
MN,1960,2020,56.69999999999999
MN,1970,1970,47.8
MN,1970,1980,49.5
MN,1970,1990,51.300000000000004
MN,1970,2000,53.925
MN,1970,2010,56.459999999999994
MN,1970,2020,58.99999999999999
MN,1980,1980,51.2
MN,1980,1990,53.05
MN,1980,2000,55.96666666666666
MN,1980,2010,58.62499999999999
MN,1980,2020,61.239999999999995
MN,1990,1990,54.9
MN,1990,2000,58.349999999999994
MN,1990,2010,61.099999999999994
MN,1990,2020,63.75
MN,2000,2000,61.8
MN,2000,2010,64.19999999999999
MN,2000,2020,66.69999999999999
MN,2010,2010,66.6
MN,2010,2020,69.15
MN,2020,2020,71.7
MO,1910,1910,47.9
MO,1910,1920,48.7
MO,1910,1930,50.06666666666666
MO,1910,1940,51.324999999999996
MO,1910,1950,52.55999999999999
MO,1910,1960,54.26666666666666
MO,1910,1970,56.22857142857142
MO,1910,1980,58.137499999999996
MO,1910,1990,59.94444444444444
MO,1910,2000,62.089999999999996
MO,1910,2010,64.36363636363636
MO,1910,2020,66.45833333333333
MO,1920,1920,49.5
MO,1920,1930,51.15
MO,1920,1940,52.46666666666667
MO,1920,1950,53.725
MO,1920,1960,55.54
MO,1920,1970,57.61666666666667
MO,1920,1980,59.6
MO,1920,1990,61.45
MO,1920,2000,63.666666666666664
MO,1920,2010,66.01
MO,1920,2020,68.14545454545454
MO,1930,1930,52.8
MO,1930,1940,53.95
MO,1930,1950,55.13333333333333
MO,1930,1960,57.05
MO,1930,1970,59.239999999999995
MO,1930,1980,61.28333333333333
MO,1930,1990,63.15714285714286
MO,1930,2000,65.4375
MO,1930,2010,67.84444444444445
MO,1930,2020,70.01
MO,1940,1940,55.1
MO,1940,1950,56.3
MO,1940,1960,58.46666666666666
MO,1940,1970,60.849999999999994
MO,1940,1980,62.98
MO,1940,1990,64.88333333333333
MO,1940,2000,67.24285714285713
MO,1940,2010,69.725
MO,1940,2020,71.92222222222222
MO,1950,1950,57.5
MO,1950,1960,60.15
MO,1950,1970,62.76666666666667
MO,1950,1980,64.95
MO,1950,1990,66.84
MO,1950,2000,69.26666666666667
MO,1950,2010,71.81428571428572
MO,1950,2020,74.025
MO,1960,1960,62.8
MO,1960,1970,65.4
MO,1960,1980,67.43333333333334
MO,1960,1990,69.17500000000001
MO,1960,2000,71.62
MO,1960,2010,74.2
MO,1960,2020,76.38571428571429
MO,1970,1970,68.0
MO,1970,1980,69.75
MO,1970,1990,71.3
MO,1970,2000,73.825
MO,1970,2010,76.47999999999999
MO,1970,2020,78.64999999999999
MO,1980,1980,71.5
MO,1980,1990,72.95
MO,1980,2000,75.76666666666667
MO,1980,2010,78.6
MO,1980,2020,80.78
MO,1990,1990,74.4
MO,1990,2000,77.9
MO,1990,2010,80.96666666666667
MO,1990,2020,83.1
MO,2000,2000,81.4
MO,2000,2010,84.25
MO,2000,2020,86.0
MO,2010,2010,87.1
MO,2010,2020,88.3
MO,2020,2020,89.5
MS,1910,1910,38.3
MS,1910,1920,38.25
MS,1910,1930,39.766666666666666
MS,1910,1940,41.45
MS,1910,1950,42.440000000000005
MS,1910,1960,43.1
MS,1910,1970,43.68571428571429
MS,1910,1980,44.9375
MS,1910,1990,46.03333333333333
MS,1910,2000,47.49
MS,1910,2010,48.91818181818182
MS,1910,2020,50.1
MS,1920,1920,38.2
MS,1920,1930,40.5
MS,1920,1940,42.5
MS,1920,1950,43.475
MS,1920,1960,44.06
MS,1920,1970,44.583333333333336
MS,1920,1980,45.885714285714286
MS,1920,1990,47.0
MS,1920,2000,48.51111111111111
MS,1920,2010,49.980000000000004
MS,1920,2020,51.17272727272727
MS,1930,1930,42.8
MS,1930,1940,44.65
MS,1930,1950,45.23333333333333
MS,1930,1960,45.525
MS,1930,1970,45.86
MS,1930,1980,47.166666666666664
MS,1930,1990,48.25714285714286
MS,1930,2000,49.800000000000004
MS,1930,2010,51.28888888888889
MS,1930,2020,52.470000000000006
MS,1940,1940,46.5
MS,1940,1950,46.45
MS,1940,1960,46.43333333333334
MS,1940,1970,46.625
MS,1940,1980,48.04
MS,1940,1990,49.166666666666664
MS,1940,2000,50.800000000000004
MS,1940,2010,52.35
MS,1940,2020,53.54444444444445
MS,1950,1950,46.4
MS,1950,1960,46.4
MS,1950,1970,46.666666666666664
MS,1950,1980,48.425
MS,1950,1990,49.7
MS,1950,2000,51.51666666666667
MS,1950,2010,53.18571428571429
MS,1950,2020,54.425000000000004
MS,1960,1960,46.4
MS,1960,1970,46.8
MS,1960,1980,49.1
MS,1960,1990,50.525000000000006
MS,1960,2000,52.540000000000006
MS,1960,2010,54.31666666666667
MS,1960,2020,55.57142857142858
MS,1970,1970,47.2
MS,1970,1980,50.45
MS,1970,1990,51.9
MS,1970,2000,54.074999999999996
MS,1970,2010,55.9
MS,1970,2020,57.1
MS,1980,1980,53.7
MS,1980,1990,54.25
MS,1980,2000,56.36666666666667
MS,1980,2010,58.075
MS,1980,2020,59.080000000000005
MS,1990,1990,54.8
MS,1990,2000,57.7
MS,1990,2010,59.53333333333334
MS,1990,2020,60.425000000000004
MS,2000,2000,60.6
MS,2000,2010,61.900000000000006
MS,2000,2020,62.300000000000004
MS,2010,2010,63.2
MS,2010,2020,63.150000000000006
MS,2020,2020,63.1
MT,1910,1910,2.6
MT,1910,1920,3.2
MT,1910,1930,3.366666666666667
MT,1910,1940,3.4750000000000005
MT,1910,1950,3.6
MT,1910,1960,3.766666666666667
MT,1910,1970,3.9142857142857146
MT,1910,1980,4.1000000000000005
MT,1910,1990,4.255555555555556
MT,1910,2000,4.450000000000001
MT,1910,2010,4.663636363636364
MT,1910,2020,4.891666666666667
MT,1920,1920,3.8
MT,1920,1930,3.75
MT,1920,1940,3.766666666666667
MT,1920,1950,3.85
MT,1920,1960,4.0
MT,1920,1970,4.133333333333334
MT,1920,1980,4.314285714285715
MT,1920,1990,4.4625
MT,1920,2000,4.655555555555556
MT,1920,2010,4.87
MT,1920,2020,5.1000000000000005
MT,1930,1930,3.7
MT,1930,1940,3.75
MT,1930,1950,3.8666666666666667
MT,1930,1960,4.05
MT,1930,1970,4.2
MT,1930,1980,4.3999999999999995
MT,1930,1990,4.557142857142857
MT,1930,2000,4.7625
MT,1930,2010,4.988888888888889
MT,1930,2020,5.2299999999999995
MT,1940,1940,3.8
MT,1940,1950,3.9499999999999997
MT,1940,1960,4.166666666666667
MT,1940,1970,4.325
MT,1940,1980,4.540000000000001
MT,1940,1990,4.7
MT,1940,2000,4.9142857142857155
MT,1940,2010,5.15
MT,1940,2020,5.4
MT,1950,1950,4.1
MT,1950,1960,4.35
MT,1950,1970,4.5
MT,1950,1980,4.725
MT,1950,1990,4.88
MT,1950,2000,5.1
MT,1950,2010,5.3428571428571425
MT,1950,2020,5.6
MT,1960,1960,4.6
MT,1960,1970,4.699999999999999
MT,1960,1980,4.933333333333333
MT,1960,1990,5.074999999999999
MT,1960,2000,5.299999999999999
MT,1960,2010,5.55
MT,1960,2020,5.814285714285714
MT,1970,1970,4.8
MT,1970,1980,5.1
MT,1970,1990,5.233333333333333
MT,1970,2000,5.475
MT,1970,2010,5.74
MT,1970,2020,6.016666666666667
MT,1980,1980,5.4
MT,1980,1990,5.45
MT,1980,2000,5.7
MT,1980,2010,5.9750000000000005
MT,1980,2020,6.260000000000001
MT,1990,1990,5.5
MT,1990,2000,5.85
MT,1990,2010,6.166666666666667
MT,1990,2020,6.475
MT,2000,2000,6.2
MT,2000,2010,6.5
MT,2000,2020,6.8
MT,2010,2010,6.8
MT,2010,2020,7.1
MT,2020,2020,7.4
NC,1910,1910,45.4
NC,1910,1920,49.0
NC,1910,1930,54.4
NC,1910,1940,59.175
NC,1910,1950,64.03999999999999
NC,1910,1960,68.98333333333333
NC,1910,1970,74.05714285714285
NC,1910,1980,79.925
NC,1910,1990,86.1888888888889
NC,1910,2000,94.13000000000001
NC,1910,2010,103.4
NC,1910,2020,112.67500000000001
NC,1920,1920,52.6
NC,1920,1930,58.900000000000006
NC,1920,1940,63.76666666666667
NC,1920,1950,68.7
NC,1920,1960,73.7
NC,1920,1970,78.83333333333333
NC,1920,1980,84.85714285714286
NC,1920,1990,91.2875
NC,1920,2000,99.54444444444444
NC,1920,2010,109.2
NC,1920,2020,118.7909090909091
NC,1930,1930,65.2
NC,1930,1940,69.35
NC,1930,1950,74.06666666666666
NC,1930,1960,78.975
NC,1930,1970,84.08
NC,1930,1980,90.23333333333333
NC,1930,1990,96.81428571428572
NC,1930,2000,105.41250000000001
